Claart,Fecncre,Cant,Clacli,Clatipcli,Numfac
01VAR38,08/08/18,60.0,SIG72,4,ZI012148
01CEMBIG,08/08/18,12.0,SIG72,4,ZI012323
01ALAM,08/08/18,150.0,SIG72,4,ZI012520
01CAL,08/08/18,40.0,SIG72,4,ZI012520
01CEMBIG,08/08/18,4.0,SIG72,4,ZI012520
01VAR112,08/08/18,10.0,SIG72,4,ZI012520
01VAR38,08/08/18,50.0,SIG72,4,ZI012520
06CLA212,08/08/18,25.0,SIG72,4,ZI012520
01CAL,08/08/18,160.0,SIG72,4,ZI012846
01CEMBIG,08/08/18,16.0,SIG72,4,ZI012846
01VAR38,08/08/18,20.0,SIG72,4,ZI012846
06PALT,16/08/18,3.0,ETE050,0,ZI015421
01ALREC,16/08/18,60.0,OCP100,3,ZI015428
01EST1515,16/08/18,1.0,OCP100,3,ZI015428
01EST1520,16/08/18,1.0,OCP100,3,ZI015428
01VAR38,16/08/18,100.0,OCP100,3,ZI015428
06CABMZT,18/08/18,2.0,MRS2043,0,ZI015457
06DC551,18/08/18,1.0,MRS2043,0,ZI015457
01CEMCAZ50,21/08/18,80.0,RAMA55,3,ZI015491
01YEM,22/08/18,250.0,UCR,0,ZI015430
01CEMCAZ50,23/08/18,200.0,MRS1850,8,ZI015267
05TUBCPVC34,28/08/18,12.2,MRS2043,0,ZI015650
01CEMCAZ50,30/08/18,400.0,MCS85,4,ZI013264
01CEMCAZ50,30/08/18,400.0,MCS85,4,ZI013323
01ALREC,30/08/18,200.0,MCS85,4,ZI013326
03ANG3161,30/08/18,11.0,MCS85,4,ZI013115
03TC40112,30/08/18,3.0,MCS85,4,ZI013115
01CAL,30/08/18,40.0,MCS85,4,ZI013134
01CEMCAZ50,30/08/18,120.0,MCS85,4,ZI013212
01CEMCAZ50,30/08/18,400.0,MCS85,4,ZI013435
03LA10126600,30/08/18,6.0,MCS85,4,ZI013457
GTRAS,30/08/18,1.0,MCS85,4,ZI013457
01ALAM,30/08/18,60.0,MCS85,4,ZI013458
01ALREC,30/08/18,35.0,MCS85,4,ZI013458
01CAL,30/08/18,30.0,MCS85,4,ZI013458
01CEMCAZ50,30/08/18,50.0,MCS85,4,ZI013458
01VAR38,30/08/18,40.0,MCS85,4,ZI013458
05COD4S2,30/08/18,4.0,MCS85,4,ZI013458
05CODPVC490,30/08/18,6.0,MCS85,4,ZI013458
05PEGAD500,30/08/18,1.0,MCS85,4,ZI013458
05TEEPVC4,30/08/18,6.0,MCS85,4,ZI013458
05TEEPVC42,30/08/18,2.0,MCS85,4,ZI013458
05TUBCPV12,30/08/18,24.4,MCS85,4,ZI013458
05TUBPVCN2,30/08/18,18.0,MCS85,4,ZI013458
05TUBPVCN4,30/08/18,24.0,MCS85,4,ZI013458
03SOL181,30/08/18,12.0,MCS85,4,ZI013506
03TC302,30/08/18,5.0,MCS85,4,ZI013506
04HSI2178,30/08/18,5.0,MCS85,4,ZI013506
04PICG12,30/08/18,1.0,MCS85,4,ZI013506
01CEMCAZ50,30/08/18,120.0,MCS85,4,ZI013531
03TC302,30/08/18,3.0,MCS85,4,ZI013531
04HTEJ2,30/08/18,4.0,MCS85,4,ZI013531
01CEMCAZ50,30/08/18,400.0,MCS85,4,ZI013556
01ALAM,30/08/18,70.0,MCS85,4,ZI013598
01ALREC,30/08/18,40.0,MCS85,4,ZI013598
01ARM204,30/08/18,35.0,MCS85,4,ZI013598
01BLO15,30/08/18,1500.0,MCS85,4,ZI013598
01CAL,30/08/18,40.0,MCS85,4,ZI013598
01CEMCAZ50,30/08/18,100.0,MCS85,4,ZI013598
01VAR38,30/08/18,100.0,MCS85,4,ZI013598
06CLA212,30/08/18,20.0,MCS85,4,ZI013598
06CLAC212,30/08/18,5.0,MCS85,4,ZI013598
03PTR11214,30/08/18,224.4,MCS85,4,ZI013613
03PTR214,30/08/18,291.2,MCS85,4,ZI013613
04HSO1318,30/08/18,10.0,MCS85,4,ZI013613
06MACI122,30/08/18,120.0,MCS85,4,ZI013613
01CEMCAZ50,30/08/18,400.0,MCS85,4,ZI013654
03PTR214,30/08/18,36.4,MCS85,4,ZI013664
03LA10126500,30/08/18,5.0,MCS85,4,ZI013713
03POL36,30/08/18,60.8,MCS85,4,ZI013744
03PTR11214,30/08/18,39.6,MCS85,4,ZI013744
03PTR214,30/08/18,72.8,MCS85,4,ZI013744
04HSI2178,30/08/18,5.0,MCS85,4,ZI013744
06MACI1051,30/08/18,20.0,MCS85,4,ZI013744
06MACI121,30/08/18,100.0,MCS85,4,ZI013744
01CEMCAZ50,30/08/18,160.0,MCS85,4,ZI013800
01ALREC,30/08/18,8.0,MRSZI00056,0,ZI015674
01BLO15,30/08/18,300.0,MRSZI00056,0,ZI015674
01CEMCAZ50,30/08/18,25.0,MRSZI00056,0,ZI015674
01COMB34,30/08/18,4.0,MRSZI00056,0,ZI015674
01EST1520,30/08/18,35.0,MRSZI00056,0,ZI015674
01VAR38,30/08/18,30.0,MRSZI00056,0,ZI015674
05MFC12,30/08/18,100.0,MRSZI00056,0,ZI015674
06CLA212,30/08/18,5.0,MRSZI00056,0,ZI015674
08CAJCHR,30/08/18,7.0,MRS2043,0,ZI015708
01CEMCAZ50,31/08/18,70.0,CAAL86,8,ZI015720
05TUBPVCN2,09/01/18,36.0,MRS2043,0,ZI015719
01CEMCAZ50,09/03/18,100.0,UCR,0,ZI015694
01CEMMCA50,09/03/18,100.0,UCR,0,ZI015694
01MAS44,09/03/18,100.0,UCR,0,ZI015694
01VAR38,09/03/18,20.0,UCR,0,ZI015694
01VART6014,09/03/18,50.0,UCR,0,ZI015694
03PR20018,09/03/18,44.0,MEGA89,0,ZI015630
01ARM12204,09/03/18,9.0,MRS2043,0,ZI015643
01ALREC,13/09/18,50.0,MRS1987,8,ZI015943
01ARM1543,13/09/18,25.0,MRS1987,8,ZI015943
01CAL,13/09/18,30.0,MRS1987,8,ZI015943
01CAS651,13/09/18,300.0,MRS1987,8,ZI015943
01CEMCAZ50,13/09/18,267.0,MRS1987,8,ZI015943
01EST1525,13/09/18,100.0,MRS1987,8,ZI015943
02COMPP,09/04/18,5.0,HEGI83,4,ZI013877
0614951,09/04/18,1.0,HEGI83,4,ZI013877
0615400,09/04/18,1.0,HEGI83,4,ZI013877
01BLO10,09/04/18,50.0,HEGI83,4,ZI013887
05CODPVC245,09/04/18,2.0,HEGI83,4,ZI013887
05CODPVC445,09/04/18,2.0,HEGI83,4,ZI013887
05COPPVC23,09/04/18,2.0,HEGI83,4,ZI013887
05COPPVC4,09/04/18,2.0,HEGI83,4,ZI013887
05PEGAD500,09/04/18,1.0,HEGI83,4,ZI013887
05TUBPVCN2,09/04/18,1.0,HEGI83,4,ZI013887
05TUBPVCN4,09/04/18,12.0,HEGI83,4,ZI013887
0611582,09/04/18,1.0,HEGI83,4,ZI013952
0617550,09/04/18,1.0,HEGI83,4,ZI014207
06PES300T,09/04/18,10.0,HEGI83,4,ZI014207
06PIJ8112,09/04/18,100.0,HEGI83,4,ZI014207
0614240,09/04/18,1.0,HEGI83,4,ZI014225
06GUANCN,09/04/18,1.0,HEGI83,4,ZI014225
06PES300T,09/04/18,10.0,HEGI83,4,ZI014225
06PES300T,09/04/18,10.0,HEGI83,4,ZI014257
01CEMCAZ50,09/04/18,5.0,HEGI83,4,ZI014308
01CEMCAZ50,09/04/18,3.0,HEGI83,4,ZI014343
05COPRP12,09/04/18,14.0,HEGI83,4,ZI014483
01SON35,09/04/18,1.0,HEGI83,4,ZI014942
01ARM204,09/05/18,24.0,MRS1850,8,ZI015472
01CEMCAZ50,09/05/18,50.0,LOGD94,8,ZI015795
01CEMBIG,09/05/18,4.0,TOC73,1,ZI015809
05PEGC1LT,09/06/18,4.0,PSP14,0,ZI015838
05ADAPMC12,09/06/18,63.0,PSP14,0,ZI015839
05CEG2,09/08/18,4.0,JCA061,0,ZI015878
05NG26,09/08/18,4.0,JCA061,0,ZI015878
05TGR2,09/08/18,1.0,JCA061,0,ZI015878
05VALER2,09/08/18,3.0,JCA061,0,ZI015878
06VALVCH2,09/08/18,1.0,JCA061,0,ZI015878
01CEMBIG,09/12/18,2.0,MRS2043,0,ZI015921
05CODPVC390,13/09/18,3.0,MRS2043,0,ZI015952
05TEEPVC3,13/09/18,2.0,MRS2043,0,ZI015952
06ALAG125,13/09/18,200.0,GCI09,0,ZI015781
01TAR,13/09/18,2.0,MRS2043,0,ZI015966
06MACRI6,13/09/18,1.0,MRS2043,0,ZI015966
01ARM124,14/09/18,6.0,MEVJ54,0,ZI015852
05COFLEXC,18/09/18,2.0,PPL1507,0,ZI016047
05COFLEXWCC,18/09/18,1.0,PPL1507,0,ZI016047
05PCSL2,22/09/18,1.0,MRS2043,0,ZI016145
01CEMCAZ50,24/09/18,10.0,PEJE72,4,ZI016160
01VAR38,24/09/18,30.0,PEJE72,4,ZI016160
06CLAC2,24/09/18,3.0,PEJE72,4,ZI016160
01ARM1538,25/09/18,18.0,MRSZI013,8,ZI016178
01CEMCAZ50,25/09/18,4.0,MRSZI013,8,ZI016178
01VAR38,25/09/18,90.0,MRSZI013,8,ZI016178
01CEMCAZ50,25/09/18,320.0,MRS1850,8,ZI015865
01CEMBIG,28/09/18,2.0,MRS2043,0,ZI016255
01ARM204,25/07/19,2.0,MRS2043,0,ZI021788
01BLO15,25/07/19,350.0,MRS2043,0,ZI021788
01CEMCAZ50,25/07/19,14.0,MRS2043,0,ZI021788
01EST1525,28/09/18,49.2,MCS85,4,ZI013715
01VAR38,28/09/18,30.0,MCS85,4,ZI013715
01BLO15,28/09/18,300.0,MCS85,4,ZI013789
01CEMCAZ50,28/09/18,400.0,MCS85,4,ZI013830
03LA10126500,28/09/18,4.0,MCS85,4,ZI013835
06MACI122,28/09/18,20.0,MCS85,4,ZI013892
01ALAM,28/09/18,40.0,MCS85,4,ZI013936
01CEMCAZ50,28/09/18,55.0,MCS85,4,ZI013936
05TUBPVCHA12,28/09/18,5.0,MCS85,4,ZI013936
01ALREC,28/09/18,15.0,MCS85,4,ZI013937
01BLO15,28/09/18,450.0,MCS85,4,ZI013937
01CEMCAZ50,28/09/18,60.0,MCS85,4,ZI013937
01VAR38,28/09/18,65.0,MCS85,4,ZI013937
08CAJO,28/09/18,8.0,MCS85,4,ZI013937
08POL12,28/09/18,200.0,MCS85,4,ZI013937
01CEMCAZ50,28/09/18,400.0,MCS85,4,ZI013950
01ALREC,28/09/18,30.0,MCS85,4,ZI013978
01CEMCAZ50,28/09/18,20.0,MCS85,4,ZI013978
06CLA212,28/09/18,25.0,MCS85,4,ZI013978
01CAL,28/09/18,15.0,MCS85,4,ZI014018
01CEMCAZ50,28/09/18,20.0,MCS85,4,ZI014018
05CALBTC9,28/09/18,1.0,MCS85,4,ZI014018
05TANQES180,28/09/18,1.0,MCS85,4,ZI014018
01ALAM,28/09/18,150.0,MCS85,4,ZI014021
01ACC,28/09/18,20.0,MCS85,4,ZI014026
01CEMCAZ50,28/09/18,400.0,MCS85,4,ZI014077
01CAL,28/09/18,20.0,MCS85,4,ZI014417
01CEMCAZ50,28/09/18,70.0,MCS85,4,ZI014417
01ALREC,28/09/18,5.0,MCS85,4,ZI014420
01ARM204,28/09/18,8.0,MCS85,4,ZI014420
01BLO15,28/09/18,350.0,MCS85,4,ZI014420
01CEMCAZ50,28/09/18,40.0,MCS85,4,ZI014420
01VAR38,28/09/18,20.0,MCS85,4,ZI014420
05TUBPVCHA12,28/09/18,4.0,MCS85,4,ZI014420
05TUBPVCN2,28/09/18,18.0,MCS85,4,ZI014420
05TUBPVCN4,28/09/18,24.0,MCS85,4,ZI014420
01ARM204,28/09/18,3.0,MCS85,4,ZI014422
01CAL,28/09/18,10.0,MCS85,4,ZI014422
01CEMCAZ50,28/09/18,12.0,MCS85,4,ZI014422
01ALAM,28/09/18,100.0,MCS85,4,ZI014480
01CEMCAZ50,28/09/18,400.0,MCS85,4,ZI014480
05BRIDAFNM,28/09/18,3.0,MCS85,4,ZI014580
05LLAAST,28/09/18,3.0,MCS85,4,ZI014580
05PEGAD7471,28/09/18,1.0,MCS85,4,ZI014580
05TUBPL12,28/09/18,6.0,MCS85,4,ZI014580
05TUBPL34,28/09/18,4.0,MCS85,4,ZI014580
06MAAF4150,28/09/18,3.0,MCS85,4,ZI014580
01ALAM,28/09/18,150.0,MCS85,4,ZI014595
01MALSOL10,28/09/18,100.0,MCS85,4,ZI014595
01VAR38,28/09/18,20.0,MCS85,4,ZI014595
01CAL,28/09/18,10.0,MCS85,4,ZI014625
01CEMCAZ50,28/09/18,10.0,MCS85,4,ZI014625
01CEMCAZ50,28/09/18,400.0,MCS85,4,ZI014637
01EST1530,28/09/18,41.8,MCS85,4,ZI014665
01VAR38,28/09/18,30.0,MCS85,4,ZI014665
05TUBPL12,28/09/18,8.0,MCS85,4,ZI014694
01ALAM,28/09/18,80.0,MCS85,4,ZI014734
01ALREC,28/09/18,10.0,MCS85,4,ZI014734
01CEMCAZ50,28/09/18,40.0,MCS85,4,ZI014734
01VAR38,28/09/18,220.0,MCS85,4,ZI014734
01ALREC,28/09/18,5.0,MCS85,4,ZI014751
06CLA212,28/09/18,3.0,MCS85,4,ZI014751
08CAB12,28/09/18,100.0,MCS85,4,ZI014751
08CAJCHR,28/09/18,4.0,MCS85,4,ZI014751
08CAJO,28/09/18,3.0,MCS85,4,ZI014751
08POL12,28/09/18,30.0,MCS85,4,ZI014751
01CEMCAZ50,28/09/18,400.0,MCS85,4,ZI014784
01ALREC,28/09/18,40.0,MCS85,4,ZI014858
08CENC2,28/09/18,5.0,MCS85,4,ZI014858
0611585,28/09/18,10.0,MCS85,4,ZI014867
01CEMCAZ50,28/09/18,400.0,MCS85,4,ZI014918
01CEMCAZ50,28/09/18,15.0,MCS85,4,ZI014919
01CEMCAZ50,28/09/18,110.0,MCS85,4,ZI014920
01CEMCAZ50,28/09/18,70.0,MCS85,4,ZI014921
06SKT,28/09/18,2.0,MCS85,4,ZI014951
01BLO15,28/09/18,1700.0,MCS85,4,ZI014959
01CEMCAZ50,28/09/18,10.0,MCS85,4,ZI014965
05TUBPL12,28/09/18,5.0,MCS85,4,ZI014965
01ALREC,28/09/18,50.0,MCS85,4,ZI015026
01ARM204,28/09/18,20.0,MCS85,4,ZI015026
06CLA212,28/09/18,25.0,MCS85,4,ZI015026
04HTAQ516,28/09/18,8.0,MCS85,4,ZI015040
05ANCLAV,28/09/18,4.0,MCS85,4,ZI015040
05BRIDAFNM,28/09/18,1.0,MCS85,4,ZI015040
05COFLEXC,28/09/18,4.0,MCS85,4,ZI015040
05COFLEXWCC,28/09/18,2.0,MCS85,4,ZI015040
05LAVB,28/09/18,1.0,MCS85,4,ZI015040
05LLAAST,28/09/18,6.0,MCS85,4,ZI015040
05TANB,28/09/18,2.0,MCS85,4,ZI015040
05TAZB,28/09/18,2.0,MCS85,4,ZI015040
0649204,28/09/18,2.0,MCS85,4,ZI015040
0649330,28/09/18,4.0,MCS85,4,ZI015040
0649365,28/09/18,2.0,MCS85,4,ZI015040
06APAGMON,28/09/18,3.0,MCS85,4,ZI015040
06CONTMON,28/09/18,3.0,MCS85,4,ZI015040
06PIJ8112,28/09/18,8.0,MCS85,4,ZI015040
06PLAMON2,28/09/18,3.0,MCS85,4,ZI015040
08ROS4,28/09/18,3.0,MCS85,4,ZI015040
05BRIDAFNM,28/09/18,1.0,MCS85,4,ZI015041
01LADVTX,28/09/18,2580.0,MCS85,4,ZI015077
01CEMCAZ50,28/09/18,15.0,MCS85,4,ZI015105
01PBC25,28/09/18,5.0,MCS85,4,ZI015105
05TUBPVCN2,28/09/18,12.0,MCS85,4,ZI015105
01ALAM,28/09/18,20.0,MCS85,4,ZI015137
01ALREC,28/09/18,50.0,MCS85,4,ZI015137
04HDCM14,28/09/18,1.0,MCS85,4,ZI015137
06CLAC212,28/09/18,3.0,MCS85,4,ZI015137
01ALAM,28/09/18,30.0,MCS85,4,ZI015204
01ALREC,28/09/18,20.0,MCS85,4,ZI015204
01CEMCAZ50,28/09/18,90.0,MCS85,4,ZI015204
01VAR38,28/09/18,85.0,MCS85,4,ZI015204
05TUBGALV2,28/09/18,1.0,MCS85,4,ZI015204
04HSI2178,28/09/18,2.63,MCS85,4,ZI012852
05JUEGHH,29/09/18,1.0,MRS2043,0,ZI016204
06MACI12150,10/01/18,60.0,MAGE76,8,ZI016139
06REDG140,10/04/18,1.0,MRS2043,0,ZI016378
01CAS651,10/10/18,200.0,MRS1987,8,ZI016207
01CEMCAZ50,10/06/18,10.0,SIG72,4,ZI016408
SRV2,10/08/18,1.0,MRS7094,0,ZI016216
01CEMCAZ50,27/10/18,200.0,LOLV74,8,ZI016650
05VFB,10/10/18,1.0,MRS2043,0,ZI016491
REVCON1,10/11/18,1.0,PED02,0,ZI015233
04HSI2110,10/11/18,2.0,MRS2043,0,ZI016513
05CODPL1,17/10/18,10.0,MRSZI0021,0,ZI016532
05COFLEXC,17/10/18,7.0,MRSZI0021,0,ZI016532
05COFLEXWCC,17/10/18,6.0,MRSZI0021,0,ZI016532
05CONPL12,17/10/18,10.0,MRSZI0021,0,ZI016532
05CUECER,17/10/18,6.0,MRSZI0021,0,ZI016532
05LLAAST,17/10/18,10.0,MRSZI0021,0,ZI016532
05MEZCL,17/10/18,2.0,MRSZI0021,0,ZI016532
05REDPL134,17/10/18,10.0,MRSZI0021,0,ZI016532
05TEEPL1,17/10/18,10.0,MRSZI0021,0,ZI016532
05TUBPL1,17/10/18,3.0,MRSZI0021,0,ZI016532
05TUEUNPLUS34,17/10/18,5.0,MRSZI0021,0,ZI016532
0649365,17/10/18,7.0,MRSZI0021,0,ZI016532
06PES300A,17/10/18,10.0,MRSZI0021,0,ZI016532
08PVAL34,17/10/18,8.0,MRSZI0021,0,ZI016532
01BLO15,23/10/18,1000.0,UAS23,4,ZI016704
01CEMCAZ50,23/10/18,60.0,UAS23,4,ZI016704
05RPREF,23/10/18,1.0,UAS23,4,ZI016704
01ARM204,19/10/18,100.0,GPE14,0,ZI016653
01ALREC,25/10/18,3.52,MRS1987,8,ZI015272
01ARM1543,25/10/18,15.0,MRS1987,8,ZI015272
01ARM204,25/10/18,20.0,MRS1987,8,ZI015272
01BLO10,25/10/18,80.0,MRS1987,8,ZI015272
01CEMCAZ50,25/10/18,100.0,MRS1987,8,ZI015272
04PE300,20/10/18,1.0,MRS2043,0,ZI016681
01CEMBIG,22/10/18,2.0,MRS1193,9,ZI016688
01BLO15,22/10/18,1000.0,MRSZI0021,0,ZI016412
01CEMCAZ50,22/10/18,60.0,MRSZI0021,0,ZI016412
05TUBPVCHC2,23/10/18,20.0,MCS85,4,ZI014740
01ALREC,23/10/18,8.0,VIVIENDA,0,ZI009676
01ARM204,23/10/18,16.0,VIVIENDA,0,ZI009676
01BLO15,23/10/18,800.0,VIVIENDA,0,ZI009676
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0,ZI009676
01MALSOL10,23/10/18,32.0,VIVIENDA,0,ZI009676
01VAR38,23/10/18,34.0,VIVIENDA,0,ZI009676
067593,23/10/18,2.0,VIVIENDA,0,ZI009676
06CLA212,23/10/18,4.0,VIVIENDA,0,ZI009676
08CAB12,23/10/18,40.0,VIVIENDA,0,ZI009676
08CAJCHR,23/10/18,2.0,VIVIENDA,0,ZI009676
08CAJO4R,23/10/18,2.0,VIVIENDA,0,ZI009676
08CONPDAB,23/10/18,2.0,VIVIENDA,0,ZI009676
08POL12,23/10/18,14.0,VIVIENDA,0,ZI009676
GTRAS,23/10/18,1.0,VIVIENDA,0,ZI009676
01ALREC,23/10/18,8.0,VIVIENDA,0,ZI009700
01ARM204,23/10/18,16.0,VIVIENDA,0,ZI009700
01BLO15,23/10/18,800.0,VIVIENDA,0,ZI009700
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0,ZI009700
01MALSOL10,23/10/18,32.0,VIVIENDA,0,ZI009700
01VAR38,23/10/18,34.0,VIVIENDA,0,ZI009700
067593,23/10/18,2.0,VIVIENDA,0,ZI009700
06CLA212,23/10/18,4.0,VIVIENDA,0,ZI009700
08CAB12,23/10/18,40.0,VIVIENDA,0,ZI009700
08CAJCHR,23/10/18,2.0,VIVIENDA,0,ZI009700
08CAJO4R,23/10/18,2.0,VIVIENDA,0,ZI009700
08CONPDAB,23/10/18,2.0,VIVIENDA,0,ZI009700
08POL12,23/10/18,14.0,VIVIENDA,0,ZI009700
GTRAS,23/10/18,1.0,VIVIENDA,0,ZI009700
01ALREC,23/10/18,8.0,VIVIENDA,0,ZI009701
01ARM204,23/10/18,16.0,VIVIENDA,0,ZI009701
01BLO15,23/10/18,800.0,VIVIENDA,0,ZI009701
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0,ZI009701
01MALSOL10,23/10/18,32.0,VIVIENDA,0,ZI009701
01VAR38,23/10/18,34.0,VIVIENDA,0,ZI009701
067593,23/10/18,2.0,VIVIENDA,0,ZI009701
06CLA212,23/10/18,4.0,VIVIENDA,0,ZI009701
08CAB12,23/10/18,40.0,VIVIENDA,0,ZI009701
08CAJCHR,23/10/18,2.0,VIVIENDA,0,ZI009701
08CAJO4R,23/10/18,2.0,VIVIENDA,0,ZI009701
08CONPDAB,23/10/18,2.0,VIVIENDA,0,ZI009701
08POL12,23/10/18,14.0,VIVIENDA,0,ZI009701
GTRAS,23/10/18,1.0,VIVIENDA,0,ZI009701
01ALREC,23/10/18,8.0,VIVIENDA,0,ZI009743
01ARM204,23/10/18,16.0,VIVIENDA,0,ZI009743
01BLO15,23/10/18,800.0,VIVIENDA,0,ZI009743
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0,ZI009743
01MALSOL10,23/10/18,32.0,VIVIENDA,0,ZI009743
01VAR38,23/10/18,34.0,VIVIENDA,0,ZI009743
067593,23/10/18,2.0,VIVIENDA,0,ZI009743
06CLA212,23/10/18,4.0,VIVIENDA,0,ZI009743
08CAB12,23/10/18,40.0,VIVIENDA,0,ZI009743
08CAJCHR,23/10/18,2.0,VIVIENDA,0,ZI009743
08CAJO4R,23/10/18,2.0,VIVIENDA,0,ZI009743
08CONPDAB,23/10/18,2.0,VIVIENDA,0,ZI009743
08POL12,23/10/18,14.0,VIVIENDA,0,ZI009743
GTRAS,23/10/18,1.0,VIVIENDA,0,ZI009743
01ALREC,23/10/18,8.0,VIVIENDA,0,ZI009762
01ARM204,23/10/18,16.0,VIVIENDA,0,ZI009762
01BLO15,23/10/18,800.0,VIVIENDA,0,ZI009762
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0,ZI009762
01MALSOL10,23/10/18,32.0,VIVIENDA,0,ZI009762
01VAR38,23/10/18,34.0,VIVIENDA,0,ZI009762
067593,23/10/18,2.0,VIVIENDA,0,ZI009762
06CLA212,23/10/18,4.0,VIVIENDA,0,ZI009762
08CAB12,23/10/18,40.0,VIVIENDA,0,ZI009762
08CAJCHR,23/10/18,2.0,VIVIENDA,0,ZI009762
08CAJO4R,23/10/18,2.0,VIVIENDA,0,ZI009762
08CONPDAB,23/10/18,2.0,VIVIENDA,0,ZI009762
08POL12,23/10/18,14.0,VIVIENDA,0,ZI009762
GTRAS,23/10/18,1.0,VIVIENDA,0,ZI009762
01ALREC,23/10/18,4.0,VIVIENDA,0,ZI009784
01ARM204,23/10/18,8.0,VIVIENDA,0,ZI009784
01BLO15,23/10/18,400.0,VIVIENDA,0,ZI009784
01CEMCAZ50,23/10/18,25.0,VIVIENDA,0,ZI009784
01MALSOL10,23/10/18,16.0,VIVIENDA,0,ZI009784
01VAR38,23/10/18,17.0,VIVIENDA,0,ZI009784
067593,23/10/18,1.0,VIVIENDA,0,ZI009784
06CLA212,23/10/18,2.0,VIVIENDA,0,ZI009784
08CAB12,23/10/18,20.0,VIVIENDA,0,ZI009784
08CAJCHR,23/10/18,1.0,VIVIENDA,0,ZI009784
08CAJO4R,23/10/18,1.0,VIVIENDA,0,ZI009784
08CONPDAB,23/10/18,1.0,VIVIENDA,0,ZI009784
08POL12,23/10/18,7.0,VIVIENDA,0,ZI009784
GTRAS,23/10/18,1.0,VIVIENDA,0,ZI009784
01ALREC,23/10/18,4.0,VIVIENDA,0,ZI010083
01ARM204,23/10/18,8.0,VIVIENDA,0,ZI010083
01BLO15,23/10/18,400.0,VIVIENDA,0,ZI010083
01CEMCAZ50,23/10/18,25.0,VIVIENDA,0,ZI010083
01MALSOL10,23/10/18,16.0,VIVIENDA,0,ZI010083
01VAR38,23/10/18,17.0,VIVIENDA,0,ZI010083
067593,23/10/18,1.0,VIVIENDA,0,ZI010083
06CLA212,23/10/18,2.0,VIVIENDA,0,ZI010083
08CAB12,23/10/18,20.0,VIVIENDA,0,ZI010083
08CAJCHR,23/10/18,1.0,VIVIENDA,0,ZI010083
08CAJO,23/10/18,1.0,VIVIENDA,0,ZI010083
08CONPDAB,23/10/18,1.0,VIVIENDA,0,ZI010083
08POL12,23/10/18,7.0,VIVIENDA,0,ZI010083
GTRAS,23/10/18,1.0,VIVIENDA,0,ZI010083
01ALREC,23/10/18,4.0,VIVIENDA,0,ZI010104
01ARM204,23/10/18,8.0,VIVIENDA,0,ZI010104
01BLO15,23/10/18,400.0,VIVIENDA,0,ZI010104
01CEMCAZ50,23/10/18,25.0,VIVIENDA,0,ZI010104
01MALSOL10,23/10/18,16.0,VIVIENDA,0,ZI010104
01VAR38,23/10/18,17.0,VIVIENDA,0,ZI010104
067593,23/10/18,1.0,VIVIENDA,0,ZI010104
06CLA212,23/10/18,2.0,VIVIENDA,0,ZI010104
08CAB12,23/10/18,20.0,VIVIENDA,0,ZI010104
08CAJCHR,23/10/18,1.0,VIVIENDA,0,ZI010104
08CAJO4R,23/10/18,1.0,VIVIENDA,0,ZI010104
08CONPDAB,23/10/18,1.0,VIVIENDA,0,ZI010104
08POL12,23/10/18,7.0,VIVIENDA,0,ZI010104
GTRAS,23/10/18,1.0,VIVIENDA,0,ZI010104
06ALAPUVAQ,23/10/18,2.0,VIVIENDA,0,ZI010475
01ACC,23/10/18,60.0,VIVIENDA,0,ZI011195
04HSI2178,23/10/18,2.37,MCS85,4,ZI012852
01BLO15,23/10/18,21.72,GES85,4,ZI012911
01ALREC,23/10/18,100.0,GES85,4,ZI013036
03PR20018,23/10/18,32.8,GES85,4,ZI013036
06BRF14,24/10/18,1.0,MRS2043,0,ZI016706
01CEMCAZ50,26/10/18,70.0,OIOA63,9,ZI016778
04HCR162,26/10/18,2.0,MRS2043,0,ZI016793
01VAR38,30/10/18,150.0,CAAL86,8,ZI016828
01CEMBIG,11/01/18,2.0,MRS5012,0,ZI016565
01MALSOL10,11/01/18,100.0,MRS5012,0,ZI016565
01CEMBIG,11/01/18,2.0,MRS5012,0,ZI016637
01CEMCAZ50,11/02/18,2.0,MRS1193,9,ZI016898
01EST1520,11/06/18,10.8,MRS2043,0,ZI016992
01EST1520,11/09/18,53.6,VAEH82,0,ZI017048
06GRAPG114,13/11/18,25.0,MRSZI006,8,ZI017092
01BLO15,17/11/18,1000.0,SPL96,1,ZI015156
05TAZB,21/11/18,1.0,MRS2043,0,ZI017252
05TPH34R,21/11/18,48.0,MRS2043,0,ZI017252
02CINJ,22/11/18,1.0,COC1411,0,ZI016307
02COMST21,22/11/18,1.0,COC1411,0,ZI016307
02ECAG6305,22/11/18,1.0,COC1411,0,ZI016307
02EPP6305,22/11/18,10.0,COC1411,0,ZI016307
02TOR812,22/11/18,100.0,COC1411,0,ZI016307
02TORS118,22/11/18,200.0,COC1411,0,ZI016307
01ARM204,22/11/18,22.0,COC1411,0,ZI016326
01CEMBIG,22/11/18,2.0,COC1411,0,ZI016326
01BLO15,22/11/18,300.0,COC1411,0,ZI016376
01VAR112,22/11/18,10.0,COC1411,0,ZI016376
01VAR38,22/11/18,5.0,COC1411,0,ZI016376
