Claart,Descripción,Existencia,Stock Minimo,Stock Maximo,Stock de Seguridad,Recomendacion
05NIPGALV122,Galv Niple 1/2 x 2,17.0,42.0,84.0,7.0,25.0
05REDGALV3112,Galv Red campana 3/4 x 1/2,86.0,6.0,12.0,1.0,-74.0
05TAPH,Galv Tapon Hembra  3/4,81.0,90.0,180.0,15.0,9.0
05TAPHGAL2,Galv Tapon Hembra 2,28.0,6.0,12.0,1.0,-16.0
05TAPMGAL34,Galv Tapon Macho 3/4,64.0,6.0,12.0,1.0,-52.0
05TEEG2,Galv Tee 2,24.0,6.0,12.0,1.0,-12.0
05TEEGAL12,Galv Tee 1/2,46.0,12.0,24.0,2.0,-22.0
05COPGAL2,Galv Cople 2,8.0,72.0,144.0,12.0,64.0
05GACO11490,Galv codo 11/4x90,14.0,6.0,12.0,1.0,-2.0
05GALV114,Galv niple 1 1/4 x 3,12.0,6.0,12.0,1.0,0.0
05GNI11412,Galv Niple 1 1/4 x 12,14.0,6.0,12.0,1.0,-2.0
05NG122,Galv Niple 2 x 12,19.0,6.0,12.0,1.0,-7.0
05NIPG24,Galv Niple 2 x 4,9.0,6.0,12.0,1.0,0.0
05NIPGAL1212,Galv Niple 1/2 x12,19.0,6.0,12.0,1.0,-7.0
05NIPGAL126,Galv Niple 1/2 x 6,29.0,48.0,96.0,8.0,19.0
05NIPGALVRC12,Galv Niple rosc corr 1/2,78.0,60.0,120.0,10.0,0.0
05REDGAL11212,Galv Red Bushing 1 x 1/2,43.0,12.0,24.0,2.0,-19.0
05REDGALV11122,Galv Red Bushing 1 1/4 x 1,32.0,0.0,0.0,0.0,-32.0
05REDGALVB3412,Galv Red Bushing 3/4 x 1/2,17.0,21.0,42.0,3.5,4.0
05TUBGALV2,Tubo galv p/cond agua 2 6.4m,3.0,21.0,42.0,3.5,18.0
05GANIBO21,Galv niple botella 2 1/2,9.0,7.5,15.0,2.5,0.0
05NIPG1126,Galv Niple 1 1/2 x  6,9.0,7.5,15.0,2.5,0.0
05TUBG3,Tubo galv 3 C-18 6m,57.0,103.5,207.0,17.25,46.5
05TUBGALV51126,Tubo galv 1 1/2 C-20 6m,32.5,57.599999999999994,115.19999999999999,9.6,25.099999999999994
05TUBGALV5138,Tubo galv 1 3/8 C-20 6 ml,105.62,42.0,84.0,7.0,-21.620000000000005
0603920010,Guante Surtimex Rojo #9,20.0,18.0,36.0,3.0,0.0
06ABRA2,Abrazadera Tencion  2,209.0,352.0,704.0,58.666666666666664,143.0
06ABRA3,Abrazadera Tension 3,178.0,240.0,480.0,40.0,62.0
06ABRC2,Abrazadera cople 2,114.0,618.0,1236.0,103.0,504.0
06ARC3,Abrazadera cople 3,89.0,150.0,300.0,25.0,61.0
06BIHE2,Bisagra hembra 2,41.0,12.0,24.0,2.0,-17.0
06BIM2,Bisagra macho 3,51.0,6.0,12.0,1.0,-39.0
06CMO2158,Capuchon marco ochavo 2x1 5/8,470.0,108.0,216.0,18.0,-254.0
06CONT112,Conector p/tubo galv 1 1/2,333.0,120.0,240.0,20.0,-93.0
06CONT138,Conector p/tubo galv 1 3/8,155.0,84.0,168.0,14.0,0.0
06COP112,Cople final Universal 1 1/2,135.0,60.0,120.0,10.0,-15.0
06ESPC,Espadin compuesto 2,402.0,312.0,624.0,52.0,0.0
06TAPC138,Tapon cupula 1 3/8,264.0,84.0,168.0,14.0,-96.0
06TAPC3,Tapon cupula 3,108.0,44.0,88.0,7.333333333333333,-20.0
06TORNIN,Tornillo inoxidable,612.0,904.0,1808.0,150.66666666666666,292.0
06AMATRAF4,Pint Esmalte Amarillo Trafico Gal 280,10.0,6.0,12.0,1.0,0.0
06BLAN2005,Pint Vin Blanco cub19lts 500,11.0,8.0,16.0,1.3333333333333333,0.0
06ESM205D00100,Pint esmalte rojo bermellon ESM205D00100,13.0,12.0,24.0,2.0,0.0
06EX0113,Pint esmalte gris perla 1 lt,6.0,6.0,12.0,1.0,0.0
06EX011340,Pint esmalte Gris 4 Lt 221,8.0,8.0,16.0,1.3333333333333333,0.0
06EX0777,Pint esmalte amarillo 1 lt,8.0,6.0,12.0,1.0,0.0
06FONDSG,Fondo anticorr rojo oxido lt,26.0,6.0,12.0,1.0,-14.0
06FONDUK,Fondo anticor gris Lto,3.0,10.8,21.6,1.8,7.800000000000001
06FONSDS,Fondo oxido galon PRE207,9.0,12.0,24.0,2.0,3.0
06OINESMNEGAL,Pint Esmalte Secado Rapido Negro Galon 200,7.0,6.0,12.0,1.0,0.0
06PEB1,Pint esmalte blanco 1 lt 211,26.0,9.600000000000001,19.200000000000003,1.6,-6.799999999999997
06PEB12,Pint esmalte blanco 1/2 211,8.0,12.0,24.0,2.0,4.0
06PEB4,Pint esmalte blanco 4 lt 211,11.0,15.0,30.0,2.5,4.0
06PECEXG,Pint Esmalte Cafe Expresso Galon 201,18.0,6.0,12.0,1.0,-6.0
06PEN1,Pint esmalte negro 1 lt 200,15.0,10.0,20.0,1.6666666666666667,0.0
06PEN12,Pint esmalte negro 1/2,9.0,12.0,24.0,2.0,3.0
06PEN4,Pint esmalte negro 4 lt 200,21.0,6.0,12.0,1.0,-9.0
06PENM1,Pint esmalte negro mate 1 lt,2.0,72.0,144.0,12.0,70.0
06PER12,Pint esmalte rojo 1/2 lt,9.0,12.0,24.0,2.0,3.0
06PESB,Pint esmalte secado rap blanco 1lt 211,13.0,12.0,24.0,2.0,0.0
06PESC,Pint esmalte cafe 4 lt 208,7.0,6.0,12.0,1.0,0.0
06PESN,Pint esmalte sec rap negro 1lt 200,14.0,9.0,18.0,1.5,0.0
06PEV1,Pint esmalte verde 1 lt 210,0.0,12.0,24.0,2.0,12.0
06PINESMBCO,Pint Esmalte Secado Rapido Blanco Galon  211,4.0,6.0,12.0,1.0,2.0
06PINTDL,Pint esmalte naranja 1lt 204,6.0,6.0,12.0,1.0,0.0
06pinesmaz1/2,Pint Esmalte Azul 1/2 282,11.0,12.0,24.0,2.0,1.0
06BLOKVIDRIO,Block Vidrio Oceano Sea Wave 19x19x8,49.0,36.0,72.0,6.0,0.0
06CDCCNP019,Conduit Conector t/pesado 3/4,60.0,60.0,120.0,10.0,0.0
06CDTP019,Tubo Conduit Pvc Traf Pes 3/4,94.0,219.0,438.0,36.5,125.0
06CDTP025,Tubo Conduit Pvc Traf Pes 1,29.0,54.0,108.0,9.0,25.0
06CODP12,poliducto codo 1/2,680.0,245.0,490.0,40.833333333333336,-190.0
06CODP3,poliducto codo 3/4,577.0,315.6,631.2,52.6,0.0
0846931,Conduit Conector 3/4 TubFlex,30.0,36.0,72.0,6.0,6.0
0846973,Condulet 1/2 LR,10.0,12.0,24.0,2.0,2.0
08ACOMAVT,Acometida adapt p/varilla a tierra,49.0,7.199999999999999,14.399999999999999,1.2,-34.6
08ACOMBI,Acometida base iusa,70.0,7.199999999999999,14.399999999999999,1.2,-55.6
08ACOMM114,Acometida mufa 1 1/4,67.0,7.199999999999999,14.399999999999999,1.2,-52.6
08ACOMS23,Acometida switch 2x30 c/inter,45.0,18.0,36.0,3.0,-9.0
08ACOMVC,Acometida varilla cobre,64.0,7.0,14.0,1.1666666666666667,-50.0
08ACORED12,Acometida reducc 1 1/4 a 1/2 p/base,57.0,7.199999999999999,14.399999999999999,1.2,-42.6
08APAGMON,Apagador Montana,49.0,36.0,72.0,6.0,0.0
08BICCH10,Bote integral c/ch 10 cm,131.0,36.0,72.0,6.0,-59.0
08BICCH115,Bote integral c/ch 11.5 cm,163.0,36.0,72.0,6.0,-91.0
08BICCH8,Bote integral c/ch 8 cm,607.0,76.0,152.0,12.666666666666666,-455.0
08CARHNGO,Cable THW LS 600v c2 Ngo,0.0,120.0,240.0,20.0,120.0
08CATH20K,Cable THW LS 600v c2/0,0.0,510.0,1020.0,85.0,510.0
08CC34,Conduit codo 3/4 PG,54.0,60.0,120.0,10.0,6.0
08CC34PG,Conduit cople 3/4 pg,0.0,234.0,468.0,39.0,234.0
08CCPTP34,Conduit codo pvc traf pes 3/4,107.0,24.0,48.0,4.0,-59.0
08CCTP1,Conduit conector traf pes 1,19.0,60.0,120.0,10.0,41.0
08CDCP013,Conduit Codo Pvc Traf Pes 1,85.0,30.0,60.0,5.0,-25.0
08CENC1,Centro de carga 1,45.0,9.0,18.0,1.5,-27.0
08CENC2,Centro de carga 2,31.0,12.0,24.0,2.0,-7.0
08CODC1PG,Conduit codo 1 pg,18.0,12.0,24.0,2.0,0.0
08CONC12,Conduit conector 1/2 pd,184.0,83.0,166.0,13.833333333333334,-18.0
08CONDOLB12,Condulet olb 1/2,22.0,12.0,24.0,2.0,0.0
08CONMON,Contacto Montana,44.0,48.0,96.0,8.0,4.0
08CONPDAB,Contacto duplex EA29,27.0,9.0,18.0,1.5,-9.0
08COPCPG12,Conduit cople 1/2 pd,460.0,120.0,240.0,20.0,-220.0
08COTOPE,Conector a Tope,0.0,6.0,12.0,1.0,6.0
08COUR12,Conduit conector uso rudo 1/2,51.0,12.0,24.0,2.0,-27.0
08E362501,Apagador senc scudetto,149.0,6.0,12.0,1.0,-137.0
08E362560,Placa 1v scudetto,46.0,6.0,12.0,1.0,-34.0
08E362561,Placa 2v scudetto,35.0,90.0,180.0,15.0,55.0
08INTSOBRP,Interior Susp/Sobrep 150w,0.0,24.0,48.0,4.0,24.0
08PASQ15,Pastilla squad 15,27.0,6.0,12.0,1.0,-15.0
08PASQ30,Pastilla squard 30,46.0,8.666666666666666,17.333333333333332,1.4444444444444444,-28.666666666666668
08PLAMON1,Placa Plastica Montana 1V,30.0,30.0,60.0,5.0,0.0
08PLAMON2,Placa Plastica Montana 2V,36.0,48.0,96.0,8.0,12.0
08POL12,Poliducto 1/2,533.62,676.1538461538462,1352.3076923076924,112.6923076923077,142.53384615384618
08POLF12,Poliducto flex 1/2,924.3,368.4,736.8,61.4,-187.5
08TUBA114,Acometida tubo 1 1/4 3M,42.0,8.0,16.0,1.3333333333333333,-26.0
08TUBC12PD,Tubo Conduit 1/2 PD,92.0,46.0,92.0,7.666666666666667,0.0
08TUBC34PG,Tubo Conduit 3/4 PG,24.0,48.0,96.0,8.0,24.0
08TUBCPVC112,Tubo Conduit Pvc traf pes 1 1/2,39.0,18.0,36.0,3.0,-3.0
08TUCON1,Tubo conduit 1 PD,18.0,12.0,24.0,2.0,0.0
06COLCA,Color p/cem amarillo oxido,11.0,6.0,12.0,1.0,0.0
06COLCAZ,Color p/cem azul acuario,27.0,24.0,48.0,4.0,0.0
06COLCN,Color p/cem negro,0.0,48.0,96.0,8.0,48.0
06COLCR,Color p/cem rojo oxido,61.0,6.0,12.0,1.0,-49.0
06LAV60,Lavadero de concreto 60cm,0.0,0.0,0.0,0.0,0.0
06MS50,Malla sombra 50%,113.0,24.0,48.0,4.0,-65.0
06PF81,Pija 8x1,3362.0,0.0,0.0,0.0,-3362.0
06PIJ10112,Pija 10x1 1/2,2449.0,0.0,0.0,0.0,-2449.0
06PIJ83,Pija 8x3,1488.0,0.0,0.0,0.0,-1488.0
06PIJ834,Pija 8x3/4,2492.0,0.0,0.0,0.0,-2492.0
06PINTESMAZMOD,Pint Esmalte Azul Modelo Cub 19 lt,0.0,12.0,24.0,2.0,12.0
06POSTV6,Poste acero p/cerca 6 pies (1.83 MT),1962.0,100.0,200.0,16.666666666666668,-1762.0
06SKF,Sikaflex blanco cartucho,16.0,12.0,24.0,2.0,0.0
06T501,Thinner americano 501,464.25,41.368421052631575,82.73684210526315,6.894736842105263,-381.5131578947369
06VELNFAM,Velmar NF C3 amarillo galon,0.0,6.0,12.0,1.0,6.0
06VELNFAZ,Velmar NF V3 azul holandes galon,0.0,6.0,12.0,1.0,6.0
06VENFBL,Vekmar NF blanco,0.0,6.0,12.0,1.0,6.0
06VENFGR,Velmar NF V1 gris galon,0.0,6.0,12.0,1.0,6.0
BHZI75,Barra Blanca 75kg,257.0,0.0,0.0,0.0,-257.0
