"Claart","Desart","iva","Costo","CosPro","Ex","Min","Max","Clauni","Numcla","Clalin","Clapro","imp2","Estado","DescMax","BarCode","FecAltart","FecUltCom","FecUltven","AcuMon","Acucan","Peso","Precios","claubi","Equivale","poraum","descuenta","presenta","obsart","depto","despa","monfon","poruti","flete","fraccion","feccam","descuento","feccampre","Volumen","barcja","barpza","unitar","barfar","negar","especial","claalt","feccad","ubicacion","unaen","fecbaj","frical","claproser","claunidsat","clafam","pteorico","numuser","nusermod","objimp"
"01BOQB","Boquilla color blanco","16","76.81","76.81","0","0","0","5","0","0","","0","yes","0","","01/06/12","31/10/19","","0","0","0","118.79947","1","0","0","yes","","","no","no","0","0","0","no","21/11/14","0","","0","000000","","0","","no","no","","","","","","no","40141731","H87","0","0","0","0","02"
"01BOQUS","Boquilla Color Negro Cemix 5 Kg","16","122.312","121.96607","4","7","7","5","0","0","PSE73","0","yes","0","","09/10/14","31/05/23","","-342.24","-5","0","205","0","0","0","yes","","","no","no","0","0","0","no","31/05/23","0","","2","000000","","0","","no","no","","","","","","no","40141731","H87","0","0","0","0","02"
"01BOV13","Bovedilla poliestireno 13x65x122","16","58","58","11","0","0","1","0","0","","0","yes","0","","20/03/15","07/05/19","","0","0","0","89.70667","0","0","0","yes","","","no","no","0","0","0","no","20/03/15","0","","0","000000","","0","","no","no","","","","","","no","13111308","KGM","0","0","0","0","02"
"01BP5","Bebedero plastico 5 lt","16","44","44","41","0","0","5","0","0","","0","yes","0","","17/09/15","31/03/19","","-28.42","-7","0","68.05333","0","0","0","yes","","","no","no","0","0","0","no","21/12/16","0","","0","000000","","0","","no","no","","","","","","no","10131600","H87","0","0","0","0","02"
"01C","Cucharas 40 cm","16","105.5546","105.5546","0","0","0","5","0","0","PERF85","0","yes","0","","12/10/16","13/10/16","","0","0","0","163.25778","0","0","0","yes","","","no","no","0","0","0","no","13/10/16","0","","0","000000","","0","","no","no","","","","","","no","48101800","H87","0","0","0","0","02"
"01C17515","Caseton 1mx.75x.15 cm","16","52.875","52.875","0","0","0","5","0","9","AEM87","0","yes","0","","05/07/16","11/07/16","","0","0","0","81.78","0","0","0","yes","","","no","no","0","0","0","no","11/07/16","0","","0","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01C200","Concreto premezclado res 200kg/cm2","16","1551.72412","1551.72412","0","0","0","9","0","0","DDI","0","yes","0","","16/08/16","15/07/20","","-3862.62","-87","0","2400","0","0","0","yes","","","no","no","0","0","0","no","15/07/20","0","","0","000000","","0","","no","no","","","","","","no","30111505","MTQ","0","0","0","0","02"
"01C32","Cortina 3x2 color amarillo c/bastilla ojillos","16","110.67","110.67","0","0","0","5","0","0","MRS53","0","yes","0","","24/10/15","18/11/15","","0","0","0","171.1696","0","0","0","yes","","","no","no","0","0","0","no","18/11/15","0","","0","000000","","0","","no","no","","","","","","no","52131501","H87","0","0","0","0","02"
"01C35","Cuchillos acero inox 35 cm","16","269.22","269.22","0","0","0","5","0","0","MRS53","0","yes","0","","12/10/16","13/10/16","","0","0","0","416.3936","0","0","0","yes","","","no","no","0","0","0","no","13/10/16","0","","0","000000","","0","","no","no","","","","","","no","48101800","H87","0","0","0","0","02"
"01C52","Cortina 5 x 2 m color amarillo c/bastilla ojillos","16","182.07","182.07","0","0","0","5","0","0","VQU40","0","yes","0","","24/10/15","18/11/15","","0","0","0","281.6016","0","0","0","yes","","","no","no","0","0","0","no","18/11/15","0","","0","000000","","0","","no","no","","","","","","no","52131501","H87","0","0","0","0","02"
"01C5813","Conector a cintilla 5/8 x mang pe13mm","16","2.07","2.07","0","0","0","5","0","0","EMM75","0","yes","0","","10/09/16","12/09/16","","0","0","0","3.2016","0","0","0","yes","","","no","no","0","0","0","no","12/09/16","0","","0","000000","","0","","no","no","","","","","","no","40141734","H87","0","0","0","0","02"
"01C615","Canal 6 en 15.63 KG/MT a 20","16","25.03","25.03","0","0","0","1","0","0","AAL05","0","yes","0","","05/09/23","11/09/23","","0","0","0","40","0","0","0","yes","","","no","no","0","0","0","no","11/09/23","0","","0","000000","","0","","no","no","","","","","","no","30101704","E4","0","0","0","0","02"
"01C6170","Cortina de 6 mt x1.70 mt","16","186.66","186.66","0","0","0","5","0","0","MRS53","0","yes","0","","14/12/15","14/12/15","","0","0","0","288.7008","0","0","0","yes","","","no","no","0","0","0","no","14/12/15","0","","0","000000","","0","","no","no","","","","","","no","52131501","H87","0","0","0","0","02"
"01C8000","Cintilla flujo medio cal. 8000","0","1.2567","1.2567","4272","0","0","4","0","0","","0","yes","0","","06/10/15","31/03/19","","0","0","0","1.6756","0","0","0","yes","","","no","no","0","0","0","no","25/01/17","0","","0","000000","","0","","no","no","","","","","","no","40142018","LM","0","0","0","0","02"
"01C804025","Caseton 80x40x25 cm","16","44","44","0","0","0","5","0","0","AEM87","0","yes","0","","06/12/16","06/12/16","","0","0","0","68.05333","0","0","0","yes","","","no","no","0","0","0","no","06/12/16","0","","0","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CA7051","Caseton 70x50x15","16","44.1","44.1","0","0","0","5","0","0","AEM87","0","yes","0","","30/09/22","24/11/22","","0","0","0","68.208","0","0","0","yes","","","no","no","0","0","0","no","24/11/22","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAAR4","Carretilla arena 4","16","68.96552","68.96552","0","0","0","5","0","0","OESM9709038W6","0","yes","0","","19/07/22","18/02/23","","0","0","0","106.66667","0","0","0","yes","","","no","no","0","0","0","no","18/02/23","0","","0","","","0","","no","no","","","","","","no","11111611","H87","0","0","0","0","02"
"01CABPT","Caballete p/teja","16","44.81","44.81","0","0","0","5","0","0","LME56","0","yes","0","","20/05/22","30/05/22","","0","0","0","69.30613","0","0","0","yes","","","no","no","0","0","0","no","30/05/22","0","","0","","","0","","no","no","","","","","","no","30151600","H87","0","0","0","0","02"
"01CABPTRE","Caballete p/ Teja Recidencial","16","26.53","26.53","0","0","0","5","0","0","","0","yes","0","","20/12/18","20/12/18","","0","0","0","41.03307","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30151600","H87","0","0","0","0","02"
"01CAGR","Carr Grava","16","51.72","51.72","0","0","0","5","0","0","OESM9709038W6","0","yes","0","","29/03/22","28/04/22","","0","0","0","79.9936","0","0","0","yes","","","no","no","0","0","0","no","28/04/22","0","","0","","","0","","no","no","","","","","","no","11111611","H87","0","0","0","0","02"
"01CAJ","Caja de Carton cm40 p/paquetes","16","9.5259","9.5259","0","0","0","5","0","0","","0","yes","0","","21/11/12","31/03/19","","0","0","0","14.73339","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","24121511","H87","0","0","0","0","02"
"01CAL","Calidra 25kg","16","59.3406","59.13471","737","8","1484","5","0","0","CQM66","0","yes","0","","01/06/12","21/10/23","","-33006.32","-11323.2","0","96","1","0","0","yes","","","no","no","0","0","0","no","21/10/23","0","","113.61538","000000","","0","","no","no","","","","","","no","30111600","H87","0","0","0","0","02"
"01CALBI","CALIDRA BIG BAG","16","1850","1850","0","0","0","6","0","0","","0","yes","0","","22/12/20","22/12/20","","0","0","0","2861.33333","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30111600","GT","0","0","0","0","02"
"01CALBOL","Bolsa para Calidra","16","3.8","3.8","0","0","0","5","0","0","","0","yes","0","","18/06/18","18/06/18","","0","0","0","5.87733","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","24121500","H87","0","0","0","0","02"
"01CALCRE01","Calcreto 25 kg","16","37.5","37.5","0","0","0","5","0","0","CQM66","0","yes","0","","12/09/16","24/01/17","","0","0","0","58","0","0","0","yes","","","no","no","0","0","0","no","24/01/17","0","","0","000000","","0","","no","no","","","","","","no","30111600","H87","0","0","0","0","02"
"01CALK","Cal kilo","16","2.3739","2.38022","11.5","7","21","1","0","0","MRS53","0","yes","0","","01/03/13","03/10/23","","-90.3","-548","0","3.67163","0","0","0","yes","","","no","no","0","0","0","no","30/05/13","0","","4","000000","","0","","no","no","","","","","","no","30111600","KGM","0","0","0","0","02"
"01CANABAR","Canal de Barro Desague","16","98.9225","101.14009","6","0","0","5","0","0","MRS53","0","yes","0","","24/10/16","21/06/23","","-389.66","-25","0","153.00013","0","0","0","yes","","","no","no","0","0","0","no","12/03/22","0","","0","000000","","0","","no","no","","","","","","no","30151703","H87","0","0","0","0","02"
"01CAS111","Caseton esp1x1x1","16","33.782","33.782","180","21","700","5","0","0","AEM87","0","yes","0","","01/06/12","27/09/23","","-259.48","-435","0","52.24949","1","0","0","yes","","","no","no","0","0","0","no","27/09/23","0","","45.11111","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS122","Caseton esp 1.22x2.44x1","16","100.5623","100.5623","8","7","420","5","0","0","AEM87","0","yes","0","","01/06/12","17/07/23","","-2522.22","-231","0","155.53636","1","0","0","yes","","","no","no","0","0","0","no","17/07/23","0","","36.5","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS15","Caseton 1/2 x 15 x 2.44","16","6.5086","6.5086","0","0","0","5","0","0","","0","yes","0","","17/08/18","28/08/18","","0","0","0","10.06663","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS150","Caseton 1.50 x 50 x 20 cm","16","120","120","0","0","0","5","0","0","AEM87","0","yes","0","","08/01/22","18/03/22","","0","0","0","185.6","0","0","0","yes","","","no","no","0","0","0","no","18/03/22","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS202","Caseton tira 20 cmx 1/2 x 2 mt","16","5.08","5.08","0","0","0","5","0","0","AEM87","0","yes","0","","07/06/17","22/06/17","","0","0","0","7.85707","0","0","0","yes","","","no","no","0","0","0","no","22/06/17","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS3","Caseton med esp 1.22x2.44x3","16","0","0","0","0","0","5","0","0","AEM87","0","yes","0","","08/12/20","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS551","Caseton 50x50x10","16","11.75","11.75","0","0","0","5","0","0","AEM87","0","yes","0","","01/06/12","24/05/16","","0","0","0","18.17333","1","0","0","no","","","no","no","0","0","0","no","24/05/16","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS5525","Caseton 50x50x25","16","50","50","265","0","0","5","0","0","AEM87","0","yes","0","","19/09/23","26/09/23","","0","0","0","77.33333","0","0","0","yes","","","no","no","0","0","0","no","26/09/23","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS602020","Caseton 60x20x20","16","14.4","14.4","0","0","0","5","0","0","AEM87","0","yes","0","","06/04/20","06/04/20","","0","0","0","22.272","0","0","0","yes","","","no","no","0","0","0","no","06/04/20","0","","0","000000","","0","","no","no","","","","","","no","30141514","H87","0","0","0","0","02"
"01CAS605025","Caseton 60x50x25","16","43.5","43.5","0","0","0","5","0","0","AEM87","0","yes","0","","24/02/14","21/12/18","","0","0","0","67.28","0","0","0","yes","","","no","no","0","0","0","no","21/12/18","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS606020","Caseton 40x40x20","16","19.52","19.52","0","0","0","5","0","0","AEM87","0","yes","0","","01/06/12","29/04/19","","0","0","0","30.19093","1","0","0","yes","","","no","no","0","0","0","no","29/04/19","0","","0","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS651","Caseton 60x50x10","16","24","24.00001","1419","28","3150","5","0","0","AEM87","0","yes","0","","01/06/12","01/11/23","","-1060.97","-5120","0","37.12","1","0","0","yes","","","no","no","0","0","0","no","01/11/23","0","","257.6","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS6515","Caseton 60x50x15","16","37.71","37.71","0","0","0","5","0","0","AEM87","0","yes","0","","01/06/12","04/05/22","","-117.49","-1559.4","0","58.3248","1","0","0","yes","","","no","no","0","0","0","no","04/05/22","0","","0","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS6520","Caseton 60x50x20","16","45.6","45.6","31","0","0","5","0","0","AEM87","0","yes","0","","01/06/12","11/03/22","","-198.1","-1240","0","70.528","1","0","0","yes","","","no","no","0","0","0","no","11/03/22","0","","0","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS661","Caseton 60x60x10","16","28.8","28.81011","1547","14","1960","5","0","0","AEM87","0","yes","0","","01/06/12","26/09/23","","-677.4","-1001","0","46","1","0","0","yes","","","no","no","0","0","0","no","26/09/23","0","","135.2","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS662","Caseton 60x60x20","16","57.6","57.6","0","0","0","5","0","0","AEM87","0","yes","0","","21/03/23","30/03/23","","0","0","0","89.088","0","0","0","yes","","","no","no","0","0","0","no","30/03/23","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAS6625","Caseton 60x60x25","16","72","72","0","0","0","5","0","0","AEM87","0","yes","0","","17/10/22","07/06/23","","0","0","0","111.36","0","0","0","yes","","","no","no","0","0","0","no","07/06/23","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CASESP112","Caseton med especial 1x1x2","16","42.164","42.164","0","0","0","5","0","0","AEM87","0","yes","0","","16/01/23","19/01/23","","0","0","0","65.21365","0","0","0","yes","","","no","no","0","0","0","no","19/01/23","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CASS60601","Caseton 60x60x15","16","41.04","41.04","0","0","0","5","0","0","AEM87","0","yes","0","","01/10/20","16/02/22","","0","0","0","63.4752","0","0","0","yes","","","no","no","0","0","0","no","16/02/22","0","","0","","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CAST","Caseton esp 1.22x2.44x1/2","16","24.1951","24.1951","0","0","0","5","0","0","AEM87","0","yes","0","","13/08/14","13/08/14","","0","0","0","37.42175","0","0","0","yes","","","no","no","0","0","0","no","13/08/14","0","","0","000000","","0","","no","no","","","","","","no","13111308","H87","0","0","0","0","02"
"01CBBMOF","Cemento Big Mortero","16","1689.3","1689.3","0","0","0","6","0","0","","0","yes","0","","22/12/20","22/12/20","","0","0","0","2612.784","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30111600","GT","0","0","0","0","02"
"01CBCO25F","Cemento Blanco 25 Kg (Fortaleza)","16","161.638","161.638","0","0","0","5","0","0","MRS53","0","yes","0","","12/01/22","24/08/22","","-159.48","-2","0","250.00011","0","0","0","yes","","","no","no","0","0","0","no","15/01/22","0","","0","000000","","0","","no","no","","","","","","no","30111601","H87","0","0","0","0","02"
"01CC","Comedero metalicos para caprinos .70 x3. mt","16","2650","2650","2","0","0","5","0","0","","0","yes","0","","15/08/16","31/03/19","","0","0","0","4098.66667","0","0","0","yes","","","no","no","0","0","0","no","15/08/16","0","","0","000000","","0","","no","no","","","","","","no","10131600","H87","0","0","0","0","02"
"01CC43","Corral de recepcion 4x3 (incluye material y mano obra)","16","5003.52","5003.52","0","0","0","5","0","0","HESA76","0","yes","0","","15/10/15","09/12/15","","0","0","0","7738.7776","0","0","0","yes","","","no","no","0","0","0","no","09/12/15","0","","0","000000","","0","","no","no","","","","","","no","21101900","H87","0","0","0","0","02"
"01CCH","Charola Chica blanca","16","37","37","0","0","0","5","0","0","PRO86","0","yes","0","","16/12/16","16/12/16","","0","0","0","57.22667","0","0","0","yes","","","no","no","0","0","0","no","16/12/16","0","","0","000000","","0","","no","no","","","","","","no","52152000","H87","0","0","0","0","02"
