"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni"
"2","01BLO15","6.5","300","0","yes","5.2586","16","0","122414","0","00000124","ZI001163","yes","0","","0"
"3","01VAR38","105","50","0","yes","74.6667","16","0","122414","0","00000124","ZI001163","yes","0","","0"
"1","01ALREC","18.92","78.2","0","yes","14.8","16","0","122421","0","00000125","ZI001163","yes","0","","0"
"2","01BLO15","6.3","300","0","yes","5.2586","16","0","122421","0","00000125","ZI001163","yes","0","","0"
"3","01VAR38","98","50","0","yes","74.6667","16","0","122421","0","00000125","ZI001163","yes","0","","0"
"1","01BLO15","6.3","300","0","yes","5.2586","16","0","123437","0","00000126","ZI001163","yes","0","","0"
"2","01VAR38","98","20","0","yes","74.6667","16","0","123437","0","00000126","ZI001163","yes","0","","0"
"1","05ABRASF6","4.5","4","0","yes","3.08","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"2","05ABRPV212","35","2","0","yes","22.57","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"3","05ABRZT2","46.5","10","0","yes","23.3063","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"4","05ADAPIM12","4","4","0","yes","2.28","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"5","05ADAPIM2","24","6","0","yes","14.98","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"6","05CEG2","43","6","0","yes","24.2027","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"7","05CODGAL290","66","4","0","yes","38.79","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"8","05TAPHGAL2","54","2","0","yes","36.59","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"9","05TEEG2","82","4","0","yes","52.24","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"10","05VALPVCRO12","12.5","2","0","yes","9.05","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"11","05VEPR2","94","8","0","yes","64.32","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"12","06POLH12","3.2","200","0","yes","2.24","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"13","06POLH2","25.5","500","0","yes","16.91","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"14","GTRAS","2000","1","0","yes","400","16","0","123634","0","00000128","ZI001733","yes","0","","0"
"1","01BLO15","7","100","0","yes","5.2586","16","0","123666","0","00000127","ZI001735","yes","0","","0"
"2","01CEMCAZ50","122","85","0","yes","98.92119","16","0","123666","0","00000127","ZI001735","yes","0","","0"
"3","05ABRZT2","46.5","8","0","yes","23.3063","16","0","123666","0","00000127","ZI001735","yes","0","","0"
"4","05CEG2","43","4","0","yes","24.2027","16","0","123666","0","00000127","ZI001735","yes","0","","0"
"5","05FLOPTIN","44.5","1","0","yes","26.88","16","0","123666","0","00000127","ZI001735","yes","0","","0"
"6","05TEEG2","82","2","0","yes","52.24","16","0","123666","0","00000127","ZI001735","yes","0","","0"
"7","06POLH2","25.5","500","0","yes","16.91","16","0","123666","0","00000127","ZI001735","yes","0","","0"
"1","01ALREC","18.92","69.6","0","yes","14.8","16","0","124322","0","00000129","ZI001163","yes","0","","0"
"2","01VAR38","98","10","0","yes","74.6667","16","0","124322","0","00000129","ZI001163","yes","0","","0"
"1","06ALAPUVAQ","460","48","0","yes","321.60001","16","0","124492","0","00000130","ZI001738","yes","0","","0"
"2","06POSTV6","55","53","0","yes","38","16","0","124492","0","00000130","ZI001738","yes","0","","0"
"1","01CEMCAZ50","122","100","0","yes","98.92119","16","0","124498","0","00000131","ZI001736","yes","0","","0"
"2","01MALSOL10","18.85","180","0","yes","13.175","16","0","124498","0","00000131","ZI001736","yes","0","","0"
"1","01CEMCAZ50","122","232","0","yes","98.92119","16","0","124504","0","00000132","ZI001734","yes","0","","0"
"1","01BLO15","6.3","300","0","yes","5.2586","16","0","124552","0","00000133","ZI001163","yes","0","","0"
"1","06ALAPJ34","712","50","0","yes","517.57508","16","0","124899","0","00000134","ZI001558","yes","0","","0"
"2","06GRAPG","29","100","0","yes","19.5192","16","0","124899","0","00000134","ZI001558","yes","0","","0"
"3","06MACI102","92","320","0","yes","69.59","16","0","124899","0","00000134","ZI001558","yes","0","","0"
"1","01ARM204","132","2","0","yes","97.2","16","0","125090","0","00000135","ZI001737","yes","0","","0"
"2","01CEMCAZ50","122","165","0","yes","98.92119","16","0","125090","0","00000135","ZI001737","yes","0","","0"
"3","05TUBGALV522","188","7.5","0","yes","124.69","16","0","125090","0","00000135","ZI001737","yes","0","","0"
"4","06MACI122","70","60","0","yes","38.0108","16","0","125090","0","00000135","ZI001737","yes","0","","0"
"1","05NIPGALV2","28","5","0","yes","17.5","16","0","125898","0","00000136","ZI001735","yes","0","","0"
"2","05VALF2","1801","1","0","yes","1320","16","0","125898","0","00000136","ZI001735","yes","0","","0"
"1","05NIPGALV2","28","58","0","yes","17.5","16","0","125921","0","00000137","ZI001733","yes","0","","0"
"1","01CEMCAZ50","125","20","0","yes","98.92199","16","0","126057","0","00000138","ZI001163","yes","0","","0"
"1","01ARM1543","123.5","4","0","yes","90.27","16","0","126147","0","00000139","ZI001163","yes","0","","0"
"1","01CEMCAZ50","140","360","0","yes","98.92199","16","0","126838","0","00000140","ZI001538","yes","0","","0"
"1","06CORTP","694.5","1","0","yes","458.38","16","0","126897","0","00000141","ZI001869","yes","0","","0"
"1","01CEMCAZ50","125","40","0","yes","98.92199","16","0","127109","0","00000142","ZI001163","yes","0","","0"
"1","03TC114","10940","5","0","yes","7861.16","16","0","127115","0","00000143","ZI001626","yes","0","","0"
"1","01CEMCAZ50","135","92","0","yes","98.92199","16","0","127348","0","00000144","ZI001538","yes","0","1","0"
"1","06ALAPJ34","620","35","0","yes","517.57508","16","0","127747","0","00000145","ZI001738","yes","0","","0"
"2","06POSTV6","55","53","0","yes","38","16","0","127747","0","00000145","ZI001738","yes","0","","0"
"1","05REDCG234","34","1","0","yes","36.73","16","0","127758","0","00000146","ZI001735","yes","0","","0"
"2","0649035","92","1","0","yes","60.46","16","0","127758","0","00000146","ZI001735","yes","0","","0"
"3","06CINT34","5","4","0","yes","2.92","16","0","127758","0","00000146","ZI001735","yes","0","","0"
"1","05NIPGALV2","28","20","0","yes","17.5","16","0","127766","0","00000147","ZI001733","yes","0","","0"
"1","GTRAS","1000","1","0","yes","400","16","0","128006","0","00000148","ZI001738","yes","0","","0"
"1","01CAL","56","40","0","yes","37.2","16","0","128099","0","00000149","ZI001163","yes","0","","0"
"1","01CEMCAZ50","125","40","0","yes","98.92199","16","0","128245","0","00000150","ZI001163","yes","0","","0"
"1","01VAR38","98","10","0","yes","74.6667","16","0","128453","0","00000151","ZI001163","yes","0","","0"
"1","01MALSOL10","17.9","90","0","yes","13.175","16","0","128464","0","00000152","ZI001869","yes","0","","0"
"2","06CLA212","20","3.5","0","yes","15","16","0","128464","0","00000152","ZI001869","yes","0","","0"
"3","06CLA4","20","5","0","yes","13.4","16","0","128464","0","00000152","ZI001869","yes","0","","0"
"4","06CLAC2","34","1","0","yes","24.12","16","0","128464","0","00000152","ZI001869","yes","0","","0"
"1","01ES","85","4","0","yes","56.03","16","0","128561","0","00000153","ZI001733","yes","0","","0"
"2","06RODLA","38","1","0","yes","25.19","16","0","128561","0","00000153","ZI001733","yes","0","","0"
"1","01ALAM","18.92","300","0","yes","8.55","16","0","128649","0","00000154","ZI001163","yes","0","","0"
"2","01VAR38","98","30","0","yes","74.6667","16","0","128649","0","00000154","ZI001163","yes","0","","0"
"1","01ALREC","18.92","75.2","0","yes","14.8","16","0","128655","0","00000155","ZI001163","yes","0","","0"
"1","01BLO15","6.3","300","0","yes","5.0862","16","0","128812","0","00000156","ZI001163","yes","0","","0"
"1","01BLO15","6.3","600","0","yes","5.0862","16","0","128820","0","00000157","ZI001163","yes","0","","0"
"1","01ARM1543","123.5","2","0","yes","90.27","16","0","129238","0","00000158","ZI001163","yes","0","","0"
"2","01ARM204","125.4","3","0","yes","97.2","16","0","129238","0","00000158","ZI001163","yes","0","","0"
"1","05CODPVC245","1.8","10","0","yes","1.32","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"2","05CODPVC290","1.8","30","0","yes","1.32","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"3","05CODPVC345","6.8","40","0","yes","4.65","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"4","05CODPVC445","7.4","8","0","yes","4.7","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"5","05CODPVC490","9.5","10","0","yes","5.95","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"6","05COPPVC3","3.8","10","0","yes","2.52","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"7","05REDPVC32","5","10","0","yes","3.38","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"8","05REDPVC43","9.8","5","0","yes","6.52","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"9","05TUBPVCN2","12","42","0","yes","7.78","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"10","05TUBPVCN3","20","90","0","yes","13.09","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"11","05YEEPVC3","15","5","0","yes","10.05","16","0","131421","0","00000159","ZI001163","yes","0","","0"
"1","01VAR112","175","5","0","yes","131.5084","16","0","131604","0","00000160","ZI001576","yes","0","","0"
"2","01VAR38","98","50","0","yes","74.6667","16","0","131604","0","00000160","ZI001576","yes","0","","0"
"1","01ARM12204","130","5","0","yes","97.97","16","0","131661","0","00000161","ZI001865","yes","0","","0"
"2","01ARM123","105.5","100","0","yes","75.7","16","0","131661","0","00000161","ZI001865","yes","0","","0"
"3","01ARM124","126","12","0","yes","97.2","16","0","131661","0","00000161","ZI001865","yes","0","","0"
"4","01ARM204","130","4","0","yes","97.2","16","0","131661","0","00000161","ZI001865","yes","0","","0"
"5","01MALSOL6","36","500","0","yes","28.999","16","0","131661","0","00000161","ZI001865","yes","0","","0"
"1","01CEMCAZ50","130","100","0","yes","98.92199","16","0","132388","0","00000162","ZI001979","yes","0","","0"
"1","01ARM1543","123.5","12","0","yes","90.27","16","0","132686","0","00000163","ZI001163","yes","0","","0"
"1","01CEMBIG","2300","2","0","yes","1658.0824","16","0","133131","0","00000164","ZI002078","yes","0","","0"
"1","01BLO15","6.3","400","0","yes","5.0862","16","0","133159","0","00000165","ZI001163","yes","0","","0"
"1","01ALREC","18","100","0","yes","14.8","16","0","133682","0","00000166","ZI001865","yes","0","","0"
"2","01ARM123","104.5","40","0","yes","75.7","16","0","133682","0","00000166","ZI001865","yes","0","","0"
"3","01MALSOL10","18","500","0","yes","13.4","16","0","133682","0","00000166","ZI001865","yes","0","","0"
"4","01MALSOL6","35.8","400","0","yes","28.999","16","0","133682","0","00000166","ZI001865","yes","0","","0"
"1","01CEMCAZ50","125","60","0","yes","98.92119","16","0","134059","0","00000167","ZI002121","yes","0","","0"
"1","01CEMCAZ50","130","100","0","yes","98.9212","16","0","134536","0","00000168","ZI001979","yes","0","","0"
"1","01CEMCAZ50","125","40","0","yes","97.629","16","0","134899","0","00000169","ZI001163","yes","0","","0"
"1","01ALAM","19","100","0","yes","10.3","16","0","136739","0","00000171","ZI001163","yes","0","","0"
"2","01ARM1530","152","64","0","yes","108.64","16","0","136739","0","00000171","ZI001163","yes","0","","0"
"3","01ARM204","125.4","6","0","yes","97.2","16","0","136739","0","00000171","ZI001163","yes","0","","0"
"4","01BLO15","6.3","1000","0","yes","5.0862","16","0","136739","0","00000171","ZI001163","yes","0","","0"
"5","01MALSOL10","18.85","200","0","yes","13.075","16","0","136739","0","00000171","ZI001163","yes","0","","0"
"6","01VAR112","175","12","0","yes","124.9009","16","0","136739","0","00000171","ZI001163","yes","0","","0"
"7","01VAR34","397.3","11","0","yes","281.95649","16","0","136739","0","00000171","ZI001163","yes","0","","0"
"8","01VAR38","98","74","0","yes","69.69386","16","0","136739","0","00000171","ZI001163","yes","0","","0"
"9","01VAR58","277.4","5","0","yes","205.9502","16","0","136739","0","00000171","ZI001163","yes","0","","0"
"1","01CAL","53","10","0","yes","37.2","16","0","137871","0","00000172","ZI002136","yes","0","","0"
"2","01CEMCAZ50","127","8","0","yes","97.62899","16","0","137871","0","00000172","ZI002136","yes","0","","0"
"1","01CEMCAZ50","130","100","0","yes","97.62899","16","0","137922","0","00000173","ZI001979","yes","0","","0"
"1","01CEMCAZ50","130","60","0","yes","97.62899","16","0","138033","0","00000174","ZI002113","yes","0","","0"
"1","01ALREC","19","5","0","yes","14","16","0","138529","0","00000175","ZI002136","yes","0","","0"
"2","01CEMCAZ50","130","20","0","yes","97.62899","16","0","138529","0","00000175","ZI002136","yes","0","","0"
"1","01VAR38","105","20","0","yes","69.69386","16","0","138535","0","00000176","ZI002171","yes","0","2","0"
"1","01CAL","56","20","0","yes","37.2","16","0","138540","0","00000177","ZI002136","yes","0","","0"
"1","01EST1525","21","8","0","yes","10.05","16","0","138544","0","00000178","ZI002136","yes","0","","0"
"1","01ALAM","18","8","0","yes","10.3","16","0","138547","0","00000179","ZI002136","yes","0","","0"
"1","01ARM1530","152","46","0","yes","108.64","16","0","138940","0","00000180","ZI001163","yes","0","","0"
"2","01ARM204","125.4","5","0","yes","95","16","0","138940","0","00000180","ZI001163","yes","0","","0"
"3","01MALSOL10","18.85","200","0","yes","12.80368","16","0","138940","0","00000180","ZI001163","yes","0","","0"
"4","01VAR38","98","4","0","yes","69.69386","16","0","138940","0","00000180","ZI001163","yes","0","","0"
"1","01ALAM","18","120","0","yes","10.3","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"2","01ALREC","18.92","70","0","yes","14","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"3","01ARM1543","123.5","1","0","yes","95","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"4","01ARM204","125.4","20","0","yes","95","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"5","01BLO15","6.3","1000","0","yes","5.0862","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"6","01CEMCAZ50","125","40","0","yes","97.629","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"7","01VAR112","175","22","0","yes","124.9009","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"8","01VAR34","397.29","3","0","yes","281.95649","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"9","01VAR38","98","60","0","yes","69.69386","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"10","06CLA212","20","25","0","yes","14.5724","16","0","139043","0","00000181","ZI001163","yes","0","","0"
"1","01ALAM","18","8","0","yes","10.3","16","0","139125","0","00000182","ZI002136","yes","0","","0"
"1","01ARE","290","30","0","yes","240","16","0","139471","0","00000183","ZI001876","yes","0","","0"
"2","01GTRB","290","12","0","yes","185","16","0","139471","0","00000183","ZI001876","yes","0","","0"
"1","01ARE","290","36","0","yes","240","16","0","139493","0","00000184","ZI001959","yes","0","","0"
"2","01SELL","250","12","0","yes","185","16","0","139493","0","00000184","ZI001959","yes","0","","0"
"1","01C200","1400.01","42","0","yes","1250","16","0","139500","0","00000185","ZI002025","yes","0","","0"
"1","01C200","1400.01","35","0","yes","1250","16","0","139504","0","00000186","ZI002079","yes","0","","0"
"1","01C200","1400.01","5","0","yes","1250","16","0","139523","0","00000187","ZI002132","yes","0","","0"
"2","01CR200","1400.01","24","0","yes","1336.21","16","0","139523","0","00000187","ZI002132","yes","0","","0"
"1","01VAR38","105","30","0","yes","69.71851","16","0","140950","0","00000188","ZI002171","yes","0","","0"
"2","06CLA212","20","4","0","yes","14.5724","16","0","140950","0","00000188","ZI002171","yes","0","","0"
"1","01CEMCAZ50","130","40","0","yes","97.629","16","0","140978","0","00000189","ZI002404","yes","0","","0"
"1","01C200","1400.00999","1","0","yes","1250","16","0","141512","0","00000190","ZI002132","yes","0","","0"
"1","01CR200","1600","18","0","yes","1336.31","16","0","141516","0","00000191","ZI002229","yes","0","","0"
"1","01C200","1500.23999","39","0","yes","1250","16","0","141538","0","00000192","ZI002306","yes","0","","0"
"1","03VIPR10534","17.2","201","0","yes","12","16","0","141916","0","00000193","ZI001163","yes","0","","0"
"1","01CAL","56.5216","23","0","yes","37.2","16","0","141971","0","00000194","ZI002113","yes","0","","0"
"2","01CEMCAZ50","130","230","0","yes","97.629","16","0","141971","0","00000194","ZI002113","yes","0","","0"
"1","01ARM1538","230","10","0","yes","150.45","16","0","142788","0","00000195","ZI002171","yes","0","","0"
"1","01BLO12","6.602","85","0","yes","4.91379","16","0","143270","0","00000196","ZI002404","yes","0","","0"
