"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncar","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","objimp","version"
"MRS2043","25/02/20","25","yes","21.55","0","0","0","16","0","0","1166177","ZINC0123","ZI025574","","0","no","189","0","51822","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GOOD89","12/03/20","500","yes","431.03","0","0","0","16","0","0","1183253","ZINC0124","ZI025957","","0","no","13","0","45851","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VACR83","08/04/20","600","yes","517.24","0","0","0","16","0","0","1214402","ZINC0125","ZI026748","","0","no","13","0","48687","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS4354","14/04/20","120","yes","103.45","0","0","0","16","0","0","1217195","ZINC0126","ZI026568","","0","no","13","0","36536","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS4354","16/04/20","665","yes","573.28","0","0","0","16","0","0","1220162","ZINC0127","ZI026860","","0","no","48","0","34207","","00001000000404722550","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOGD94","20/04/20","228","yes","196.55","0","0","0","16","0","0","1225007","ZINC0128","ZI026998","","0","no","109","0","46350","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS4354","27/04/20","600","yes","517.24","0","0","0","16","0","0","1233697","ZINC0129","ZI027146","","0","no","48","0","46754","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS4354","06/05/20","529","yes","456.03","0","0","0","16","0","0","1246355","ZINC0130","ZI027325","","0","no","48","0","50658","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSMC01","09/05/20","1680.6","no","1448.79","0","0","0","16","0","0","1250597","ZINC0131","ZI027571","","0","no","07","0","48002","","00001000000404722550","2015","1","27","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","09/05/20","1680.6","yes","1448.79","0","0","0","16","0","0","1250762","ZINC0132","ZI026571","","0","no","07","0","52945","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GUTJ56","11/05/20","60","yes","51.72","0","0","0","16","0","0","1251198","ZINC0133","ZI027411","","0","no","07","0","39508","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI0046","12/05/20","1452","yes","1251.72","0","0","0","16","0","0","1253845","ZINC0134","ZI026042","","0","no","13","0","53796","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"PURM71","13/05/20","460","yes","396.55","0","0","0","16","0","0","1258585","ZINC0135","ZI027728","","0","no","07","0","69412","","00001000000404722550","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","16/05/20","863.35","yes","744.27","0","0","0","16","0","0","1262500","ZINC0136","ZI026573","","0","no","07","0","50339","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSMC01","18/05/20","486","yes","418.97","0","0","0","16","0","0","1263746","ZINC0137","ZI027431","","0","no","07","0","42704","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","18/05/20","2000","yes","1724.14","0","0","0","16","0","0","1263781","ZINC0138","ZI027822","","0","no","13","0","43046","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSMC01","18/05/20","1500","no","1293.1","0","0","0","16","0","0","1264259","ZINC0139","ZI027751","","0","no","07","0","52416","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","yes","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","20/05/20","6000","yes","5172.41","0","0","0","16","0","0","1267999","ZINC0140","ZI027846","","0","no","97","0","58263","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSMS01","29/05/20","1000","yes","862.07","0","0","0","16","0","0","1280577","ZINC0141","ZI028123","","0","no","13","0","52213","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS4354","01/06/20","1641.6","yes","1415.17","0","0","0","16","0","0","1283124","ZINC0142","ZI027838","","0","no","48","0","48864","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSMC01","05/06/20","4100","yes","3534.48","0","0","0","16","0","0","1289497","ZINC0143","ZI028188","","0","no","117","0","49431","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","05/06/20","497","yes","428.45","0","0","0","16","0","0","1290134","ZINC0144","ZI028346","","0","no","97","0","68664","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","13/06/20","1500","yes","1293.1","0","0","0","16","0","0","1299179","ZINC0145","ZI028515","","0","no","97","0","30192","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS4354","13/06/20","776","yes","668.97","0","0","0","16","0","0","1299873","ZINC0146","ZI028412","","0","no","48","0","52316","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"CUC88","18/06/20","172.58","yes","148.78","0","0","0","16","0","0","1305750","ZINC0147","ZI028291","","0","no","13","0","52917","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","20/06/20","669.58","yes","577.22","0","0","0","16","0","0","1308080","ZINC0148","ZI027168","","0","no","07","0","46269","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"APA11","26/06/20","100","yes","86.21","0","0","0","16","0","0","1315377","ZINC0149","ZI028598","","0","no","07","0","46417","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","27/06/20","1000","yes","862.07","0","0","0","16","0","0","1316619","ZINC0150","ZI028913","","0","no","97","0","33516","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","03/07/20","894.94","yes","771.5","0","0","0","16","0","0","1326255","ZINC0151","ZI029100","","0","no","97","0","58928","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","06/07/20","870.03","yes","750.03","0","0","0","16","0","0","1327910","ZINC0152","ZI029133","","0","no","97","0","33761","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","06/07/20","1275.99","yes","1099.99","0","0","0","16","0","0","1327913","ZINC0153","ZI029133","","0","no","97","0","33777","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","07/07/20","1019.1","yes","878.53","0","0","0","16","0","0","1329736","ZINC0154","ZI026651","","0","no","07","0","41877","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","07/07/20","655.42","yes","565.02","0","0","0","16","0","0","1329739","ZINC0155","ZI027349","","0","no","72","0","41939","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","16/07/20","1276","yes","1100","0","0","0","16","0","0","1342824","ZINC0156","ZI029332","","0","no","97","0","61823","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","16/07/20","2500","yes","2155.17","0","0","0","16","0","0","1342827","ZINC0157","ZI029416","","0","no","97","0","61849","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI0071","22/07/20","400","yes","344.83","0","0","0","16","0","0","1349051","ZINC0158","ZI029495","","0","no","152","0","38342","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","22/07/20","1120","yes","965.52","0","0","0","16","0","0","1349606","ZINC0159","ZI029461","","0","no","97","0","62562","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","31/07/20","1552.66","yes","1338.5","0","0","0","16","0","0","1360295","ZINC0160","ZI029725","","0","no","97","0","41005","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS4354","05/08/20","1461","yes","1259.48","0","0","1259.48","16","0","0","1366598","ZINC0161","ZI029707","","0","no","48","0","51177","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GUTJ56","06/08/20","284","yes","244.83","0","0","244.83","16","0","0","1368049","ZINC0162","ZI027949","","0","no","07","0","46892","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"HEML77","06/08/20","9","yes","7.76","0","0","7.76","16","0","0","1368052","ZINC0163","ZI023700","","0","no","13","0","46934","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"RDM13","06/08/20","127.26","yes","109.71","0","0","109.71","16","0","0","1368055","ZINC0164","ZI004062","","0","no","97","0","47005","","00001000000404722550","2015","1","43","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"RDM13","06/08/20","89.99","yes","77.58","0","0","77.58","16","0","0","1368064","ZINC0165","ZI004347","","0","no","97","0","47034","","00001000000404722550","2015","1","43","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"SABE790","06/08/20","100","yes","86.21","0","0","86.21","16","0","0","1368073","ZINC0166","ZI019075","","0","no","152","0","47060","","00001000000404722550","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UAS23","06/08/20","1994.72","yes","1719.59","0","0","1719.59","16","0","0","1368076","ZINC0167","ZI003968","","0","no","48","0","47090","","00001000000404722550","2015","1","43","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","11/08/20","39","yes","33.62","0","0","33.62","16","0","0","1373221","ZINC0168","ZI029962","","0","no","13","0","61882","","00001000000404722550","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI0046","19/08/20","4000","yes","3448.28","0","0","3448.28","16","0","0","1382792","ZINC0169","ZI027533","","0","no","13","0","41568","","00001000000404722550","2015","1","27","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS6552","19/08/20","1400","yes","1206.9","0","0","1206.9","16","0","0","1382997","ZINC0170","ZI009773","","0","no","97","0","50511","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"SDP0","19/08/20","4851.56","yes","4182.38","0","0","4182.38","16","0","0","1383000","ZINC0171","ZI001239","","0","no","13","0","50814","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS550","19/08/20","1665","yes","1435.34","0","0","1435.34","16","0","0","1383003","ZINC0172","ZI005488","","0","no","13","0","50906","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS550","19/08/20","6450","yes","5560.34","0","0","5560.34","16","0","0","1383009","ZINC0173","ZI005965","","0","no","13","0","51035","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"SED08","19/08/20","14250","yes","12284.48","0","0","12284.48","16","0","0","1383017","ZINC0174","ZI002546","","0","no","13","0","51162","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"PAQPESA","19/08/20","26533.92","yes","22874.07","0","0","22874.07","16","0","0","1383020","ZINC0175","DPQ00374","","0","no","13","0","51219","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"PAQPESA","19/08/20","10006.88","yes","8626.62","0","0","8626.62","16","0","0","1383023","ZINC0176","DPQ01962","","0","no","13","0","51284","","00001000000404722550","2015","1","27","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
