"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","ocurre","numuser","observa","frem","pagada","nusercan","paga","enviado"
"MAR03","07/09/16","37559.7","no","32379.05","0","0","0","16","0","0","136739","00000171","ZI001163","F","0","no","","0","49201","","","0","10","no","0","","no","no","0","",""
"LOOA941","09/09/16","1546","yes","1332.76","0","0","0","16","0","0","137871","00000172","ZI002136","F","0","no","","0","30864","","","0","10","no","0","","no","no","0","",""
"PED02","09/09/16","13000","yes","11206.9","0","0","0","16","0","0","137922","00000173","ZI001979","F","0","no","","0","36422","","","0","10","no","0","","no","no","0","",""
"PED02","09/09/16","7800","yes","6724.14","0","0","0","16","0","0","138033","00000174","ZI002113","F","0","no","","0","37535","","","0","10","no","0","","no","no","0","",""
"LOOA941","10/09/16","2695","yes","2323.28","0","0","0","16","0","0","138529","00000175","ZI002136","F","0","no","","0","43172","","","0","10","no","0","","no","no","0","",""
"LOOA941","10/09/16","2100","yes","1810.34","0","0","0","16","0","0","138535","00000176","ZI002171","F","0","no","","0","43256","","","0","10","no","0","","no","no","0","",""
"LOOA941","10/09/16","1120","yes","965.52","0","0","0","16","0","0","138540","00000177","ZI002136","F","0","no","","0","43455","","","0","10","no","0","","no","no","0","",""
"LOOA941","10/09/16","168","no","144.83","0","0","0","16","0","0","138544","00000178","ZI002136","F","0","no","","0","43533","","","0","10","no","0","","no","no","0","",""
"LOOA941","10/09/16","144","yes","124.14","0","0","0","16","0","0","138547","00000179","ZI002136","F","0","no","","0","43976","","","0","10","no","0","","no","no","0","",""
"MAR03","12/09/16","11781","yes","10156.03","0","0","0","16","0","0","138940","00000180","ZI001163","F","0","no","","0","31679","","","0","10","no","0","","no","no","0","",""
"MAR03","12/09/16","28837.77","yes","24860.15","0","0","0","16","0","0","139043","00000181","ZI001163","F","0","no","","0","39348","","","0","10","no","0","","no","no","0","",""
"LOOA941","12/09/16","144","yes","124.14","0","0","0","16","0","0","139125","00000182","ZI002136","F","0","no","","0","47568","","","0","10","no","0","","no","no","0","",""
"RDM13","13/09/16","12180","yes","10500","0","0","0","16","0","0","139471","00000183","ZI001876","F","0","no","","0","32663","","","0","10","no","0","","no","no","0","",""
"RDM13","13/09/16","13440","yes","11586.21","0","0","0","16","0","0","139493","00000184","ZI001959","F","0","no","","0","34445","","","0","10","no","0","","no","no","0","",""
"RDM13","13/09/16","58800.42","yes","50690.02","0","0","0","16","0","0","139500","00000185","ZI002025","F","0","no","","0","35641","","","0","10","no","0","","no","no","0","",""
"RDM13","13/09/16","49000.35","yes","42241.68","0","0","0","16","0","0","139504","00000186","ZI002079","F","0","no","","0","35728","","","0","10","no","0","","no","no","0","",""
"RDM13","13/09/16","40600.29","yes","35000.25","0","0","0","16","0","0","139523","00000187","ZI002132","F","0","no","","0","36229","","","0","10","no","0","","no","no","0","",""
"LOOA941","15/09/16","3230","yes","2784.48","0","0","0","16","0","0","140950","00000188","ZI002171","F","0","no","","0","51445","","","0","10","no","0","","no","no","0","",""
"VESR86","15/09/16","5200","yes","4482.76","0","0","0","16","0","0","140978","00000189","ZI002404","F","0","no","","0","55363","","","0","10","no","0","","no","no","0","",""
"RDM13","19/09/16","1400.01","yes","1206.91","0","0","0","16","0","0","141512","00000190","ZI002132","F","0","no","","0","30466","","","0","10","no","0","","no","no","0","",""
"RDM13","19/09/16","28800","yes","24827.59","0","0","0","16","0","0","141516","00000191","ZI002229","F","0","no","","0","30955","","","0","10","no","0","","no","no","0","",""
"RDM13","19/09/16","58509.36","yes","50439.1","0","0","0","16","0","0","141538","00000192","ZI002306","F","0","no","","0","32629","","","0","10","no","0","","no","no","0","",""
"MAR03","19/09/16","3457.2","yes","2980.34","0","0","0","16","0","0","141916","00000193","ZI001163","F","0","no","","0","48728","","","0","10","no","0","","no","no","0","",""
"PED02","19/09/16","31200","yes","26896.55","0","0","0","16","0","0","141971","00000194","ZI002113","F","0","no","","0","56331","","","0","10","no","0","","no","no","0","",""
"LOOA941","20/09/16","2300","yes","1982.76","0","0","0","16","0","0","142788","00000195","ZI002171","F","0","no","","0","59959","","","0","10","no","0","","no","no","0","",""
"VESR86","21/09/16","4799.99","yes","4137.93","0","0","0","16","0","0","143270","00000196","ZI002404","F","0","no","","0","56411","","","0","10","no","0","","no","no","0","",""
"CSH9102","23/09/16","624103.2","yes","538020","0","0","0","16","0","0","144187","00000197","ZI002476","F","0","no","","0","62511","","","0","10","no","0","","no","no","0","",""
"LOOA941","26/09/16","2065","yes","1780.17","0","0","0","16","0","0","144841","00000198","ZI002136","F","0","no","","0","43192","","","0","10","no","0","","no","no","0","",""
"LOOA941","26/09/16","588","yes","506.9","0","0","0","16","0","0","144847","00000199","ZI002171","F","0","no","","0","43313","","","0","10","no","0","","no","no","0","",""
"PED02","26/09/16","13000","yes","11206.9","0","0","0","16","0","0","144979","00000200","ZI002236","F","0","no","","0","60231","","","0","10","no","0","","no","no","0","",""
"PED02","27/09/16","1080","yes","931.03","0","0","0","16","0","0","145097","00000201","ZI002590","F","0","no","","0","35083","","","0","10","no","0","","no","no","0","",""
"MAR03","28/09/16","572.5","yes","493.53","0","0","0","16","0","0","146020","00000202","ZI001163","F","0","no","","0","50850","","","0","10","no","0","","no","no","0","",""
"LESA7302","29/09/16","127500","yes","109913.79","0","0","0","16","0","0","147027","00000203","ZI002670","F","0","no","","0","60799","","","0","10","no","0","","no","no","0","",""
"MCS85","30/09/16","79200","no","68275.86","0","0","0","16","0","0","147105","00000204","ZI002615","F","0","no","","0","32893","","","0","10","no","0","","no","no","0","",""
"PED02","30/09/16","5200","yes","4482.76","0","0","0","16","0","0","147653","00000205","ZI002468","F","0","no","","0","53271","","","0","10","no","0","","no","no","0","",""
"LOOA941","30/09/16","840","yes","724.14","0","0","0","16","0","0","147879","00000206","ZI002171","F","0","no","","0","61851","","","0","10","no","0","","no","no","0","",""
"RDM13","03/10/16","8700","yes","7500","0","0","0","16","0","0","149005","00000207","ZI001959","F","0","no","","0","38203","","","0","10","no","0","","no","no","0","",""
"RDM13","03/10/16","4875.2","yes","4202.76","0","0","0","16","0","0","149009","00000208","ZI002026","F","0","no","","0","39002","","","0","10","no","0","","no","no","0","",""
"RDM13","03/10/16","28800","yes","24827.59","0","0","0","16","0","0","149089","00000209","ZI002229","F","0","no","","0","39323","","","0","10","no","0","","no","no","0","",""
"RDM13","03/10/16","58509.34","yes","50439.09","0","0","0","16","0","0","149093","00000210","ZI002379","F","0","no","","0","39806","","","0","10","no","0","","no","no","0","",""
"RDM13","03/10/16","5280.04","yes","4551.76","0","0","0","16","0","0","149097","00000211","ZI002381","F","0","no","","0","39981","","","0","10","no","0","","no","no","0","",""
"RDM13","03/10/16","19200","yes","16551.72","0","0","0","16","0","0","149154","00000212","ZI002382","F","0","no","","0","44382","","","0","10","no","0","","no","no","0","",""
"RDM13","03/10/16","76799.98","yes","66206.88","0","0","0","16","0","0","149158","00000213","ZI002382","F","0","no","","0","44794","","","0","10","no","0","","no","no","0","",""
"RDM13","03/10/16","7200","yes","6206.9","0","0","0","16","0","0","149162","00000214","ZI002473","F","0","no","","0","45018","","","0","10","no","0","","no","no","0","",""
"PED02","04/10/16","13000","yes","11206.9","0","0","0","16","0","0","149745","00000215","ZI002236","F","0","no","","0","43156","","","0","10","no","0","","no","no","0","",""
"VESR86","05/10/16","3508","yes","3024.14","0","0","0","16","0","0","150434","00000216","ZI002700","F","0","no","","0","33397","","","0","10","no","0","","no","no","0","",""
"VESR86","05/10/16","1491.36","yes","1285.66","0","0","0","16","0","0","150446","00000217","ZI002700","F","0","no","","0","33608","","","0","10","no","0","","no","no","0","",""
"PED02","05/10/16","19450","no","16767.24","0","0","0","16","0","0","150798","00000218","ZI002786","F","0","no","","0","41512","","","0","10","no","0","","no","no","0","",""
"PED02","05/10/16","2639","yes","2275","0","0","0","16","0","0","150805","00000219","ZI002785","F","0","no","","0","41704","","","0","10","no","0","","no","no","0","",""
"PED02","05/10/16","19450","yes","16767.24","0","0","0","16","0","0","151599","00000220","ZI002791","F","0","no","","0","50278","","","0","10","no","0","","no","no","0","",""
"PED02","06/10/16","13000","yes","11206.9","0","0","0","16","0","0","151952","00000221","ZI002468","F","0","no","","0","35077","","","0","10","no","0","","no","no","0","",""
"LOOA941","07/10/16","742","yes","639.66","0","0","0","16","0","0","152689","00000222","ZI002171","F","0","no","","0","30770","","","0","10","no","0","","no","no","0","",""
"LOOA941","07/10/16","1930","yes","1663.79","0","0","0","16","0","0","152695","00000223","ZI002136","F","0","no","","0","30949","","","0","10","no","0","","no","no","0","",""
"MCS85","08/10/16","77936","yes","67186.2","0","0","0","16","0","0","154286","00000224","ZI003232","F","0","no","","0","50848","","","0","10","no","0","","no","no","0","",""
"PED02","10/10/16","18200","yes","15689.66","0","0","0","16","0","0","154732","00000225","ZI002468","F","0","no","","0","41802","","","0","10","no","0","","no","no","0","",""
"SIGR76","10/10/16","5798.28","yes","4998.52","0","0","0","16","0","0","154893","00000226","ZI001576","F","0","no","","0","48502","","","0","10","no","0","","no","no","0","",""
"RDM13","11/10/16","17110","yes","14750","0","0","0","16","0","0","155655","00000227","ZI002026","F","0","no","","0","51944","","","0","10","no","0","","no","no","0","",""
"RDM13","11/10/16","47999.99","no","41379.3","0","0","0","16","0","0","155659","00000228","ZI002566","F","0","no","","0","52084","","","0","10","no","0","","no","no","0","",""
"RDM13","11/10/16","21599.99","yes","18620.68","0","0","0","16","0","0","155681","00000229","ZI002473","F","0","no","","0","52566","","","0","10","no","0","","no","no","0","",""
"RDM13","11/10/16","26399.99","yes","22758.62","0","0","0","16","0","0","155703","00000230","ZI002566","F","0","no","","0","53519","","","0","10","no","0","","no","no","0","",""
"RDM13","11/10/16","48757.78","no","42032.57","0","0","0","16","0","0","155707","00000231","ZI002719","F","0","no","","0","54700","","","0","10","no","0","","no","no","0","",""
"ROZG45","11/10/16","2500","yes","2155.17","0","0","0","16","0","0","156022","00000232","ZI002752","F","0","no","","0","61222","","","0","10","no","0","","no","no","0","",""
"PED02","12/10/16","18900","yes","16293.1","0","0","0","16","0","0","156340","00000233","ZI002791","F","0","no","","0","45896","","","0","10","no","0","","no","no","0","",""
"RDM13","12/10/16","48757.78","yes","42032.57","0","0","0","16","0","0","156607","00000234","ZI002951","F","0","no","","0","59441","","","0","10","no","0","","no","no","0","",""
"PED02","13/10/16","28000","yes","24137.93","0","0","0","16","0","0","156773","00000235","ZI002787","F","0","no","","0","30725","","","0","10","no","0","","no","no","0","",""
"PEJE72","13/10/16","112.5","yes","96.98","0","0","0","16","0","0","157197","00000236","ZI002972","F","0","no","","0","59981","","","0","10","no","0","","no","no","0","",""
"PEJE72","17/10/16","3000","yes","2586.21","0","0","0","16","0","0","153688","00000237","ZI002972","F","0","no","","0","34931","","","0","10","no","0","","no","no","0","",""
"PED02","17/10/16","15580","yes","13431.03","0","0","0","16","0","0","158117","00000238","ZI002946","F","0","no","","0","57525","","","0","10","no","0","","no","no","0","",""
"PEJE72","18/10/16","1738.5","yes","1498.71","0","0","0","16","0","0","158312","00000239","ZI002972","F","0","no","","0","36003","","","0","10","no","0","","no","no","0","",""
"RDM13","18/10/16","5510","yes","4750","0","0","0","16","0","0","158348","00000240","ZI002026","F","0","no","","0","40585","","","0","10","no","0","","no","no","0","",""
"RDM13","18/10/16","4640","yes","4000","0","0","0","16","0","0","158359","00000241","ZI002381","F","0","no","","0","40898","","","0","10","no","0","","no","no","0","",""
"RDM13","18/10/16","28799.99","yes","24827.58","0","0","0","16","0","0","158372","00000242","ZI002566","F","0","no","","0","41378","","","0","10","no","0","","no","no","0","",""
"VESR86","18/10/16","2000","yes","1724.14","0","0","0","16","0","0","158402","00000243","ZI003025","F","0","no","","0","42732","","","0","10","no","0","","no","no","0","",""
"VESR86","18/10/16","828","yes","713.79","0","0","0","16","0","0","158406","00000244","ZI003026","F","0","no","","0","42793","","","0","10","no","0","","no","no","0","",""
"VESR86","18/10/16","1867.7","yes","1610.09","0","0","0","16","0","0","158419","00000245","ZI003027","F","0","no","","0","44219","","","0","10","no","0","","no","no","0","",""
"RDM13","18/10/16","48757.79","yes","42032.57","0","0","0","16","0","0","158432","00000246","ZI002951","F","0","no","","0","44527","","","0","10","no","0","","no","no","0","",""
"PED02","18/10/16","30715","yes","26478.45","0","0","0","16","0","0","158601","00000247","ZI002946","F","0","no","","0","53427","","","0","10","no","0","","no","no","0","",""
"PED02","18/10/16","1234","yes","1063.79","0","0","0","16","0","0","158665","00000248","ZI001865","F","0","no","","0","58542","","","0","10","no","0","","no","no","0","",""
"PED02","18/10/16","2600","yes","2241.38","0","0","0","16","0","0","158669","00000249","ZI002468","F","0","no","","0","59024","","","0","10","no","0","","no","no","0","",""
"PED02","18/10/16","31240","yes","26931.03","0","0","0","16","0","0","158673","00000250","ZI002590","F","0","no","","0","59237","","","0","10","no","0","","no","no","0","",""
"VESR86","19/10/16","132.3","yes","114.05","0","0","0","16","0","0","158795","00000251","ZI003027","F","0","no","","0","34974","","","0","10","no","0","","no","no","0","",""
"VESR86","19/10/16","895","yes","771.55","0","0","0","16","0","0","158803","00000252","ZI003028","F","0","no","","0","35304","","","0","10","no","0","","no","no","0","",""
"PED02","19/10/16","700","no","603.45","0","0","0","16","0","0","159336","00000253","ZI003051","F","0","no","","0","50300","","","0","10","no","0","","no","no","0","",""
"PED02","19/10/16","440","yes","379.31","0","0","0","16","0","0","159363","00000254","ZI003051","F","0","no","","0","50954","","","0","10","no","0","","no","no","0","",""
"VESR86","20/10/16","1105","yes","952.59","0","0","0","16","0","0","159653","00000255","ZI003028","F","0","no","","0","31809","","","0","10","no","0","","no","no","0","",""
